Producto,Marca,Precio,Tienda,Fecha
Porta Maceta Madera Con Rueda Bloqueables Rectangular,OKAY,"
8090",Sodimac,04-03-2026
MACETERO CAFÉ GENEBRA 80CM ALTO CON PLATO,FLORIDIS,"
54990",Sodimac,04-03-2026
MACETERO GRAFITO ARGOS 71CM ALTO CON PLATO,FLORIDIS,"
49990",Sodimac,04-03-2026
Colgador Macramé 114 Cm Para Macetas,JUST HOME COLLECTION,"
7690",Sodimac,04-03-2026
Base Para Macetero N°4 10 Cm Jardín,CASA BONITA,"
278",Sodimac,04-03-2026
Macetero Rotomoldeado Muna de Polietileno 55x53 cm Grafito,DECO POTTERY,"
69990",Sodimac,04-03-2026
Macetero de Cemento 10.6x10.6 Gris,POTTERY,"
3290",Sodimac,04-03-2026
Macetero Plastico 30CM Color Arena,GENERICO,"
12990",Sodimac,04-03-2026
1 Molde Maceta Macetero Plástico Redondo Taupe Estilo Piedra 33 Cm,REYPLAST,"
14990",Sodimac,04-03-2026
Pack 5 Maceteros Mural Aire Libre Colgante N°27,GENERICO,"
14990",Sodimac,04-03-2026
Macetero Dallas de Cerámica 19x18 cm Antracita,SK,"
11990",Sodimac,04-03-2026
Base de plástico para macetero 15 cm,CASA BONITA,"
448",Sodimac,04-03-2026
Macetero rectangular 74x34x65 cm gris Casa VIVA,GENERICO,"
47990",Sodimac,04-03-2026
MINIGARDEN Huerto urbano indoor con LUZ sin macetas planta interior,GROWLED,"
29990",Sodimac,04-03-2026
MACETERO FLORIDIS NEGRO EFECTO MARMOL ZURIQUE 34CM ALTO CON PLATO,GENERICO,"
17990",Sodimac,04-03-2026
Kit 4 Macetero Colgante con Bandeja Extraíble y Drenaje M Negro,GENERICO,"
38990",Sodimac,04-03-2026
Macetero Regtangular L Color Negro,VADELL,"
79990",Sodimac,04-03-2026
Macetero De Plastico Canasto Dorado Maceta Balde,OEM,"
12990",Sodimac,04-03-2026
MACETERO GRAFITO AMSTERDAM 45CM ALTO CON PLATO,FLORIDIS,"
32990",Sodimac,04-03-2026
Macetero Trapecio de Plástico 34x43 cm Negro,JUST HOME COLLECTION,"
40990",Sodimac,04-03-2026
Porta Macetero Pedestal Maceta Plantas Negro Dorado Mediano.,GENERICO,"
18990",Sodimac,04-03-2026
Porta Maceta Macetero Metal Colgante Dorado Diseño Nórdico,REGALITOLINDO CL,"
19990",Sodimac,04-03-2026
Base de plástico para macetero 25 cm,CASA BONITA,"
792",Sodimac,04-03-2026
Macetero metalico regadera 7x 7.5 x 5.5 cm.,OEM,"
5490",Sodimac,04-03-2026
Macetero para plantas set,BRIC,"
28990",Sodimac,04-03-2026
NATURA Huerto urbano indoor con LUZ y 8 macetas para planta interior,GROWLED,"
34990",Sodimac,04-03-2026
MACETERO GRAFITO MODELO CURITIBA 19CM ALTO,GENERICO,"
17990",Sodimac,04-03-2026
Macetero Line de Fibra de Vidrio 30x30 cm Café,JUST HOME COLLECTION,"
36990",Sodimac,04-03-2026
Macetero con Base de Metal 26x26 cm Dorado,JUST HOME COLLECTION,"
29990",Sodimac,04-03-2026
MACETERO BEIGE EFECTO PIEDRA BOWL 19CM ALTO CON PLATO,FLORIDIS,"
19990",Sodimac,04-03-2026
Macetero Basel de Cerámica 24x23 cm Gris,SK,"
17990",Sodimac,04-03-2026
MACETERO BEIGE EFECTO PIEDRA JARDINERA 16CM ALTO CON PLATO,FLORIDIS,"
21990",Sodimac,04-03-2026
Macetero de Cerámica 13x12 cm Mostaza,SK,"
5290",Sodimac,04-03-2026
Jardinera De Madera En Pino Cepillado Color Nogal,GENERICO,"
45990",Sodimac,04-03-2026
Set 2 tamaños de maceteros color terracota,JUST HOME COLLECTION,"
34990",Sodimac,04-03-2026
Set Porta Macetero Soporte Macetas Estante Metal Elegante,GENERICO,"
98990",Sodimac,04-03-2026
MACETERO BEIGE AMSTERDAM 45CM ALTO CON PLATO,FLORIDIS,"
32990",Sodimac,04-03-2026
Macetero Porta Maceta Bandeja Para Maceta Con Ruedas 32cm,OEM,"
13990",Sodimac,04-03-2026
MACETERO GRAFITO AMSTERDAM 55CM ALTO CON PLATO,FLORIDIS,"
44990",Sodimac,04-03-2026
Porta Maceteros Pedestal Macetas set 2 unidades Blanco,GENERICO,"
36990",Sodimac,04-03-2026
MACETERO BEIGE ARGOS 71CM ALTO CON PLATO,FLORIDIS,"
49990",Sodimac,04-03-2026
Colgador Macetas 125 Cm Decorativo Hogar,JUST HOME COLLECTION,"
5990",Sodimac,04-03-2026
Macetero Siena de Plástico 40x40 cm Rojo,JUST HOME COLLECTION,"
9990",Sodimac,04-03-2026
Plato Redondo Para Macetero 33 Cm Textura Piedra,REYPLAST,"
2190",Sodimac,04-03-2026
Macetero de Metal 16x23 cm Colores Surtidos,JUST HOME COLLECTION,"
9990",Sodimac,04-03-2026
Macetero Dallas de Cerámica 14x13 cm Antracita,SK,"
6990",Sodimac,04-03-2026
Macetero Plastico Redondo Ovalado Moderno Con Textura M - Gris,GENERICO,"
8990",Sodimac,04-03-2026
Jardinera rectangular New Coubi 39 cm x 19 cm blanco,STERN,"
8590",Sodimac,04-03-2026
"Set 4 Maceteros Biodegradables Actual 2 terracota, 2 musgo",DECOGREEN,"
24990",Sodimac,04-03-2026
Porta Macetero Desmontable Pedestal Para Plantas,OKAY,"
15890",Sodimac,04-03-2026
Canasto Decorativo Quilca Hierba Marina 25X25X17 Cm,JUST HOME COLLECTION,"
10990",Sodimac,04-03-2026
MACETERO MARRON FLORENCIA 24CM ALTO CON PLATO,FLORIDIS,"
18990",Sodimac,04-03-2026
Plato Redondo Para Macetero Ratan 33 Cm,REYPLAST,"
2090",Sodimac,04-03-2026
Base Jardinera Plástica Rectangular N°24 Para Jardín,CASA BONITA,"
1890",Sodimac,04-03-2026
Macetero Grosseto de Cerámica 21x16 cm Gris,CERAMICA ESPEJO,"
10990",Sodimac,04-03-2026
Pack 3 Pies Soporte Macetas Terracota 4 Cm Jardín,POTTERY,"
4690",Sodimac,04-03-2026
Set Macetero y Plato Biodegradable de Bambú 24x18 cm Negro,DECOGREEN,"
9990",Sodimac,04-03-2026
Macetero Plastico Alargado Premium Base Circular Conica - Negro - S,GENERICO,"
29990",Sodimac,04-03-2026
MACETERO CAFE EFECTO MARMOL GENEBRA 35CM ALTO CON PLATO,FLORIDIS,"
17990",Sodimac,04-03-2026
Macetero Ceuta de Cerámica 22x18 cm Beige,CASA BONITA,"
15990",Sodimac,04-03-2026
Plato Para Macetero N°8 20 Cm Jardín,CASA BONITA,"
960",Sodimac,04-03-2026
Base Para Macetero N°16 40 Cm Jardín,CASA BONITA,"
3590",Sodimac,04-03-2026
Macetero Grafiato de Plástico 34x48 cm Arena,JUST HOME COLLECTION,"
42990",Sodimac,04-03-2026
