,Producto,Marca,Precio,Tienda,Fecha,Medidas,Material,Cantidad,Venta agrupada
894,"MACETAS WEICHENGXING, 12/10/9/8/ PULGADAS GRANDES MACETAS DE PLASTICO AUTO-RIEGO PARA PLANTAS DE INTERIOR Y EXTERIOR CON AGUJEROS DE DRENAJE, DEPOSITO PROFUNDO, MACETA DE PLANTACION PARA VIVERO PARA",,56123,Amazon,18-02-2026,SIN MEDIDAS,PLASTICO,1,0
895,MACETAS DE INTERIOR CON PLATILLO Y DRENAJE - PAQUETE DE 6 MACETAS - MACETAS DE PLASTICO PARA PLANTAS DE INTERIOR - TAMANOS DE 7.5/6.6/5.8/5.0/4.3/3.5 PULGADAS PARA TODO TIPO DE PLANTAS,,23839,Amazon,18-02-2026,3.5PULGADAS,PLASTICO,6,1
896,"KANTE - MACETA REDONDA DE HORMIGON DESGASTADO DE 18 PULGADAS DE DIAMETRO, MACETA GRANDE PARA INTERIORES Y EXTERIORES CON AGUJERO DE DRENAJE Y TAPON DE GOMA PARA PATIO Y JARDIN DEL HOGAR, HORMIGON",,202234,Amazon,18-02-2026,18PULGADAS,DESCONOCIDO,1,0
897,"MACETAS CON AUTORRIEGO PARA INTERIOR CON ORIFICIOS DE DRENAJE Y PLATILLOS, 8, 7, 6.5, 6, 5.5, 5 PULGADAS, VERDE, 6 MACETAS.",,35634,Amazon,18-02-2026,5PULGADAS,DESCONOCIDO,6,1
898,"AMAZON BASICS MACETA REDONDA DE CERAMICA ACANALADA, 10 PULGADAS, COLOR NEGRO",,97081,Amazon,18-02-2026,10PULGADAS,CERAMICA,1,0
899,"SOPORTE PARA PLANTAS DE INTERIOR CON LUCES DE CULTIVO, ESTANTE GRANDE DE 55 PULGADAS DE ALTO CON 7 NIVELES PARA PLANTAS DE INTERIOR, ESTANTE EN FORMA DE JARRON, SOPORTE PARA MACETAS",,98796,Amazon,18-02-2026,55PULGADAS,DESCONOCIDO,1,0
900,"PAQUETE DE 9 BOLSAS DE CULTIVO A GRANEL, MACETAS DE TELA GRUESA DE ALTA RESISTENCIA, BOLSAS PARA PLANTAS NO TEJIDAS CON ASAS, CONTENEDORES TRANSPIRABLES PARA CULTIVO DE PLANTAS, BOLSAS PARA",,45584,Amazon,18-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
901,"JUEGO DE 2 MACETAS ALTAS DE RIEGO AUTOMATICO, MACETAS GRANDES DE 24 PULGADAS CON INDICADOR DE NIVEL DE AGUA PARA PLANTAS DE INTERIOR Y EXTERIOR, MACETAS MODERNAS PARA JARDIN, PATIO, BALCON",,164219,Amazon,18-02-2026,24PULGADAS,DESCONOCIDO,2,1
902,"GEPEGE JUEGO DE 2 MACETAS DE CERAMICA CON CUENTAS DE 6 PULGADAS CON ORIFICIO DE DRENAJE Y PLATILLO PARA PLANTAS, MACETA REDONDA GRANDE PARA ORQUIDEAS SUCULENTAS PARA INTERIORES Y EXTERIORES, COLOR",,42709,Amazon,18-02-2026,6PULGADAS,CERAMICA,2,1
903,"MACETAS DE RIEGO AUTOMATICO DE 8/10/12 PULGADAS PARA PLANTAS DE INTERIOR/EXTERIOR - MACETA GRANDE DE PLASTICO CON AGUJEROS DE DRENAJE, INDICADOR DE NIVEL DE AGUA Y RESERVORIO PROFUNDO",,50762,Amazon,18-02-2026,12PULGADAS,PLASTICO,1,0
904,"-MACETAS DE RIEGO AUTOMATICO PARA INTERIORES CON AGUJEROS DE DRENAJE Y PLATILLOS, 8, 7, 6.5, 6, 5.5, 5 PULGADAS, COLOR BLANCO, 6 MACETAS",,35556,Amazon,18-02-2026,5PULGADAS,DESCONOCIDO,6,1
905,"KETER JUEGO DE 2 MACETAS DE RESINA MODERNAS PARA EXTERIORES DE 22 PULGADAS DE ALTO, MACETAS DE ASPECTO DE MADERA CONICA PARA PLANTAS AL AIRE LIBRE Y DECORACION DE PORCHE DELANTERO, GRAFITO",,182958,Amazon,18-02-2026,22PULGADAS,NATURAL,2,1
906,"JUEGO DE 3 MACETAS DE PARED DE CERAMICA CON GANCHOS, MACETA COLGANTE PARA VEGETACION Y FLORES SECAS, DECORACION DE PARED PARA EL HOGAR Y LA OFICINA",,,Amazon,18-02-2026,SIN MEDIDAS,CERAMICA,3,1
907,"MACETAS DE CERAMICA. MACETAS PARA PLANTAS. MACETAS CON AGUJEROS DE DRENAJE Y PLATILLOS PARA PLANTAS DE INTERIOR. 5.5 PULGADAS DE ANCHO, 4.3 PULGADAS DE PROFUNDIDAD. JUEGO DE 2.",,45245,Amazon,18-02-2026,5.5PULGADAS,CERAMICA,1,0
908,"JUEGO DE MACETAS COLGANTES DE RIEGO AUTOMATICO DE 4 A 8 PULGADAS PARA INTERIORES Y EXTERIORES, MACETAS COLGANTES CON DRENAJE Y BANDEJA EXTRAIBLE, SOPORTE PARA MACETAS COLGANTES PARA HIEDRA",,34967,Amazon,18-02-2026,8PULGADAS,DESCONOCIDO,1,0
909,"JUEGO DE DOS MACETAS COLGANTES DE GRAN TAMANO DE 13 PULGADAS, MACETAS PARA PLANTAS DE INTERIOR Y EXTERIOR. COLOCA MACETAS EN DIVERSOS ENTORNOS, INCLUIDOS ALFEIZARES, SALA DE ESTAR Y JARDINES",,55655,Amazon,18-02-2026,13PULGADAS,DESCONOCIDO,1,0
910,MACETAS VOGUE DE CLASSIC HOME & GARDEN CON ACABADO DE CALIDAD CERAMICA - MACETAS MODERNAS PARA INTERIORES Y EXTERIORES - MACETAS PARA PORCHE RESISTENTES A LOS RAYOS UV - MACETA DECORATIVA PARA FLORES,,29417,Amazon,18-02-2026,SIN MEDIDAS,CERAMICA,1,0
911,"MACETAS DE 6 PULGADAS, PAQUETE DE 5 MACETAS PARA EXTERIORES E INTERIORES, MACETAS CON AGUJEROS DE DRENAJE Y PLATILLOS DE BANDEJA (MULTICOLOR)",,31468,Amazon,18-02-2026,6PULGADAS,DESCONOCIDO,5,1
912,"JUEGO DE 3 MACETAS DE CERAMICA DE 6.75/5.6/4.2 PULGADAS CON AGUJEROS DE DRENAJE Y PLATILLO, MACETA PARA EXTERIORES E INTERIORES, MACETAS DECORATIVAS MODERNAS PARA PLANTAS DE CASA, JARDIN",,36300,Amazon,18-02-2026,4.2PULGADAS,CERAMICA,3,1
913,"RAOOKIF PAQUETE DE 100 MACETAS DE GUARDERIA, MACETAS DE 4, 5 Y 6 PULGADAS PARA PLANTAS, MACETAS DE PLASTICO CON AGUJEROS DE DRENAJE, MACETAS DE JARDIN PARA TRASPLANTAR, SUCULENTAS, ESQUEJES, PLANTULAS",,23017,Amazon,18-02-2026,6PULGADAS,PLASTICO,100,1
914,"ANYUMOCZ 60 PIEZAS DE 1 GALON DE MACETAS FLEXIBLES PARA VIVERO DE PLANTAS, MACETA DE PLANTULA DE PLASTICO SUAVE Y ENGROSADO CON AGUJEROS, CONTENEDOR DE PLANTAS DE FLORES PARA SUCULENTAS, ESQUEJES",,35443,Amazon,18-02-2026,SIN MEDIDAS,PLASTICO,1,0
915,"MACETAS DE 12/10/8 PULGADAS CON RIEGO AUTOMATICO PARA PLANTAS DE INTERIOR, MACETA GRANDE DE PLASTICO PARA PLANTAS DE EXTERIOR, MACETA DE FLORES CON VENTANA DE NIVEL DE AGUA Y ESPACIOSO RESERVORIO",,51273,Amazon,18-02-2026,8PULGADAS,PLASTICO,1,0
916,"MACETAS PARA PLANTAS DE 10/9/8/7.5/7 PULGADAS CON AUTORIEGO, JUEGO DE 5 MACETAS DE PLASTICO CON AGUJEROS DE DRENAJE Y PLATILLOS, MACETAS DE FLORES DE PLASTICO, MACETA DE VIVERO PARA PLANTAS DE",,46701,Amazon,18-02-2026,7PULGADAS,PLASTICO,5,1
917,"MACETA DE CERAMICA CON ORIFICIO DE DRENAJE Y PLATILLO, REDONDA, ESMALTADA, MODERNA, PARA SUCULENTAS, LENGUA DE SUEGRA (SANSEVIERIA), PLANTAS DE INTERIOR Y EXTERIOR, 6 PULGADAS",,31486,Amazon,18-02-2026,6PULGADAS,CERAMICA,1,0
918,"MACETAS DE CERAMICA TOSCANA, MACETAS VINTAGE DE 6.11 PULGADAS CON ORIFICIO DE DRENAJE PARA PLANTAS DE INTERIOR, JARRON VERDE DE GRANJA Y MACETAS, DECORACION DEL HOGAR, COCINA, JARDIN",,35383,Amazon,18-02-2026,6.11PULGADAS,CERAMICA,1,0
919,"LIFEMASTER - MACETAS CON MULTIPLES ORIFICIOS DE DRENAJE, 5 PIEZAS, DE PLASTICO, RESISTENTES Y VERSATILES, APILABLES, PARA DECORACION DEL HOGAR, JARDINERIA INTERIOR Y EXTERIOR, COLOR NEGRO",,21960,Amazon,18-02-2026,SIN MEDIDAS,PLASTICO,1,0
920,"DEECOO JUEGO DE 3 MACETAS DE CERAMICA PARA INTERIORES CON AGUJEROS DE DRENAJE, 5.7/4.7/3.5/PULGADAS, MACETAS DECORATIVAS MODERNAS PARA PLANTAS AL AIRE LIBRE, LIRIOS, CACTUS, SUCULENTAS, SERPIENTES Y",,43782,Amazon,18-02-2026,SIN MEDIDAS,CERAMICA,3,1
921,"PAQUETE DE 5 MACETAS CON DRENAJE DE 7/6.5/6/5.5/5 PULGADAS, MACETAS DE RIEGO AUTOMATICO PARA PLANTAS DE INTERIOR, MACETAS PARA PLANTAS DE INTERIOR Y EXTERIOR, MACETA DE PLASTICO, MACETA PARA",,53672,Amazon,18-02-2026,5PULGADAS,PLASTICO,5,1
922,"QCQHDU MACETA DE 8 PULGADAS, PAQUETE DE 2 MACETAS PARA PLANTAS DE INTERIOR CON AGUJEROS DE DRENAJE Y PLATILLO, MACETAS PARA EXTERIORES, DECORACION MODERNA PARA EL HOGAR Y EL JARDIN",,33399,Amazon,18-02-2026,8PULGADAS,DESCONOCIDO,2,1
923,"MIXC MACETAS DE VIVERO ENGROSADAS TRANSPARENTES CON BASE DE SILICONA PARA FACIL TRASPLANTE, 30 PAQUETES DE 4 PULGADAS, MACETA TRANSPARENTE REUTILIZABLE PARA PLANTULAS DE VEGETALES, ESQUEJES DE RAIZ",,59699,Amazon,18-02-2026,4PULGADAS,DESCONOCIDO,1,0
924,"ORCELER MACETAS DE TERRACOTA Y ARCILLA DE 6 PULGADAS PARA PLANTAS CON PLATILLO, MACETAS MEDIANAS DE TERRACOTA CON ORIFICIO DE DRENAJE, MACETA CON BANDEJA, MACETA DE TERRACOTA PARA PLANTAS DE INTERIOR",,40016,Amazon,18-02-2026,6PULGADAS,CERAMICA,1,0
925,"MACETAS DE 4 PULGADAS, JUEGO DE 6 MACETAS DE INTERIOR, MACETAS CON AGUJEROS DE DRENAJE Y BANDEJAS PARA ORQUIDEAS, VIOLETAS, SUCULENTAS, HIERBAS Y OTRAS PLANTAS, COLORIDAS",,19952,Amazon,18-02-2026,4PULGADAS,DESCONOCIDO,6,1
926,"MACETAS DE INTERIOR DE 6 PULGADAS CON ORIFICIO DE DRENAJE Y PLATILLO DE BANDEJA, MACETAS PARA PLANTAS Y FLORES DE JARDIN DE INTERIORES Y EXTERIORES, MULTICOLOR, 4 PAQUETES",,23762,Amazon,18-02-2026,6PULGADAS,DESCONOCIDO,1,0
927,"LAND GUARD - KIT DE MACETA DE JARDIN ELEVADA DE METAL GALVANIZADO, PARA EXTERIORES, GRANDE, OVALADA, PARA VEGETALES",,65458,Amazon,18-02-2026,SIN MEDIDAS,METAL,1,0
928,"LE TAUCI MACETAS DE 12 PULGADAS PARA PLANTAS, MACETAS DE CERAMICA CON AGUJEROS DE DRENAJE Y PLATILLOS, MACETA GRANDE ELEGANTE Y DURADERA, PERFECTA PARA DECORACION DEL HOGAR Y LA OFICINA, COLOR BLANCO",,117371,Amazon,18-02-2026,12PULGADAS,CERAMICA,1,0
929,"LINDAS MACETAS DE CERAMICA PARA SUCULENTAS, MACETA CON DRENAJE Y PLATILLO ADJUNTO, JUEGO DE 5 PLANTAS NO INCLUIDAS (REDONDA)",,62340,Amazon,18-02-2026,SIN MEDIDAS,CERAMICA,1,0
930,"PAQUETE DE 30 MACETAS DE PLASTICO DE 5 GALONES, MACETAS SUAVES DE 12.8 PULGADAS DE GROSOR CON AGUJEROS DE DRENAJE, CONTENEDOR DE FLORES PARA PLANTAS DE SEMILLERO, JARDIN, INTERIOR Y EXTERIOR",,94406,Amazon,18-02-2026,12.8PULGADAS,PLASTICO,30,1
931,UTOPIA HOME MACETAS PARA PLANTAS DE INTERIOR CON AGUJEROS DE DRENAJE - JUEGO DE 5 MACETAS DE FLORES DE PLASTICO BLANCO (7/6.6/6/5.3/4.8 PULGADAS) - MACETAS MODERNAS PARA PLANTAS DE INTERIOR,,29244,Amazon,18-02-2026,4.8PULGADAS,PLASTICO,5,1
932,"PAQUETE DE 10 MACETAS DE 6 PULGADAS CON DRENAJE Y PLATILLOS, MACETAS DE PLASTICO NEGRO PARA PLANTAS DE INTERIOR Y EXTERIOR, MACETAS APILABLES PARA PLANTAS DE INTERIOR Y HIERBAS, COLOR NEGRO",,30057,Amazon,18-02-2026,6PULGADAS,PLASTICO,10,1
933,"JUEGO DE 2 MACETAS GRANDES ALTAS PARA INTERIORES O EXTERIORES, 24 PULGADAS, MACETAS ALTAS CONICAS CON BANDEJA PARA PORCHE, PATIO, PATIO TRASERO, MACETAS GRANDES PARA PLANTAS DE INTERIOR AL AIRE",,130299,Amazon,18-02-2026,24PULGADAS,DESCONOCIDO,2,1
934,"MACETA PARA EXTERIORES CON DISENO DE CELOSIA - MACETA CUADRADA DE 14.75 PULGADAS, 13 PULGADAS DE ALTO, MACETA BLANCA PARA PLANTAS - MACETAS DECORATIVAS PARA DECORACION DE PORCHE DELANTERO - MACETAS AL",,41384,Amazon,18-02-2026,14.75PULGADAS,DESCONOCIDO,1,0
935,"WORTH JUEGO DE MACETAS REDONDAS DE 9 GALONES DE ALTO, 2-14 PULGADAS DE DIAMETRO X 21 PULGADAS DE ALTO, CON ACABADO DE PIEDRA, CONTENEDOR DECORATIVO PARA INTERIORES, JARDIN, PATIO, IRROMPIBLE, BEIGE",,,Amazon,18-02-2026,14PULGADAS,DESCONOCIDO,1,0
936,"MACETAS WEICHENGXING, 12/10/9/8/ PULGADAS GRANDES MACETAS DE PLASTICO AUTO-RIEGO PARA PLANTAS DE INTERIOR Y EXTERIOR CON AGUJEROS DE DRENAJE, DEPOSITO PROFUNDO, MACETA DE PLANTACION PARA VIVERO PARA",,56123,Amazon,18-02-2026,SIN MEDIDAS,PLASTICO,1,0
937,"JERIA PAQUETE DE 100 MACETAS DE PLASTICO DE 4 PULGADAS QUE VIENEN CON 100 ETIQUETAS PARA PLANTAS, CONTENEDOR DE PLANTAS DE FLORES DE PLANTULAS Y MACETAS DE INICIO DE SEMILLAS",,20662,Amazon,18-02-2026,4PULGADAS,PLASTICO,100,1
938,"LE TAUCI MACETAS DE 4.1 + 5.1 + 6.5 PULGADAS, JUEGO DE 3, MACETAS DE CERAMICA CON ORIFICIO DE DRENAJE Y PLATILLO, MACETA DE INTERIOR CON ALMOHADILLA DE MALLA DE AGUJERO, REGALOS PARA MAMA, ESMALTE",,51333,Amazon,18-02-2026,6.5PULGADAS,CERAMICA,1,0
939,"QUARUT PAQUETE DE 3 MACETAS DE 10 PULGADAS, MACETAS DE BARRIL DE WHISKY CON AGUJEROS DE DRENAJE Y PLATILLO, MACETAS DE PLASTICO PARA DECORACION DE FLORES CON DISENO DE BARRIL DE VINO IMITACION, PARA",,44380,Amazon,18-02-2026,10PULGADAS,PLASTICO,3,1
940,"GEPEGE - MACETAS BLANCAS DE INTERIOR, MACETA DE CERAMICA CON ORIFICIO DE DRENAJE, 6.0, 5.0 Y 4.0 PULGADAS, MACETA PARA ORQUIDEAS Y SUCULENTAS, ESMALTE PERLADO DE ARCOIRIS",,36491,Amazon,18-02-2026,4.0PULGADAS,CERAMICA,1,0
941,"PAQUETE DE 6 MACETAS DE TERRACOTA Y ARCILLA DE 6 PULGADAS CON PLATILLO PARA PLANTAS, MACETA GRANDE DE TERRACOTA CON ORIFICIO DE DRENAJE, MACETA PARA PLANTAS DE INTERIOR Y EXTERIOR",,43592,Amazon,18-02-2026,6PULGADAS,CERAMICA,6,1
942,CREATIVE CO-OP - MACETA GRANDE DE CERAMICA BLANCA MATE CON RELIEVE,,148198,Amazon,18-02-2026,SIN MEDIDAS,CERAMICA,1,0
943,"KANTE - MACETA REDONDA DE HORMIGON DE 24 PULGADAS DE ALTURA, MACETAS GRANDES PARA INTERIORES Y EXTERIORES CON ORIFICIO DE DRENAJE Y TAPON DE GOMA, MACETAS DECORATIVAS MODERNAS DE JARDIN PARA PATIO",,226965,Amazon,18-02-2026,24PULGADAS,DESCONOCIDO,1,0
944,"COSMOLIVING BY COSMOPOLITAN - MACETA DE METAL PARA INTERIORES Y EXTERIORES, MACETA GRANDE CON SOPORTE EXTRAIBLE, JUEGO DE 2 MACETAS DE 19 PULGADAS, 22 PULGADAS DE ALTO, COLOR DORADO",,134612,Amazon,18-02-2026,19PULGADAS,METAL,2,1
945,"PAQUETE DE 300 MACETAS DE PLASTICO DE 4 PULGADAS PARA PLANTAS, MACETAS PEQUENAS PARA PLANTULAS, MACETAS PARA SUCULENTAS, MACETAS CON AGUJEROS DE DRENAJE, INCLUYE 300 ETIQUETAS PARA PLANTAS",,38145,Amazon,18-02-2026,4PULGADAS,PLASTICO,300,1
946,CLASSIC HOME AND GARDEN ROSIE - MACETA MODERNA CON DRENAJE - CUENCOS DE MACETAS CONTEMPORANEOS - JARRONES REDONDOS POCO PROFUNDOS PARA PLANTAS PEQUENAS - MACETAS VERSATILES PARA INTERIORES Y,,30715,Amazon,18-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
947,"PAQUETE DE 30 MACETAS TRANSPARENTES PARA PLANTAS DE VIVERO, MACETA DE PLASTICO DE ALTA TRANSPARENCIA DE 3.5/4/5 PULGADAS CON AGUJEROS DE DRENAJE, INCLUYE 20 ETIQUETAS",,21337,Amazon,18-02-2026,5PULGADAS,PLASTICO,30,1
948,"SOPORTE PARA PLANTAS DE INTERIOR CON LUCES DE CULTIVO, ESTANTE GRANDE DE 55 PULGADAS DE ALTO CON 7 NIVELES PARA PLANTAS DE INTERIOR, ESTANTE EN FORMA DE JARRON, SOPORTE PARA MACETAS",,98796,Amazon,18-02-2026,55PULGADAS,DESCONOCIDO,1,0
949,"MACETAS WEICHENGXING, 12/10/9/8/ PULGADAS GRANDES MACETAS DE PLASTICO AUTO-RIEGO PARA PLANTAS DE INTERIOR Y EXTERIOR CON AGUJEROS DE DRENAJE, DEPOSITO PROFUNDO, MACETA DE PLANTACION PARA VIVERO PARA",,56123,Amazon,18-02-2026,SIN MEDIDAS,PLASTICO,1,0
950,"100 PACK DE MACETAS DE VIVERO DE PLANTAS DE 8 CM, MACETAS CUADRADAS DURADERAS PARA PLANTULAS CON AGUJEROS DE DRENAJE, MACETAS DE PLASTICO REUTILIZABLES PEQUENAS PARA PLANTAS DE SEMILLAS",,68402,Amazon,18-02-2026,8CM,PLASTICO,1,0
951,MACETERO S COLOMBA OUTZEN,OUTZEN,14990,Easy,27-02-2026,S,DESCONOCIDO,1,0
952,MACETERO 14 CM BOHO NATURAL OUTZEN,OUTZEN,3493,Easy,27-02-2026,14CM,DESCONOCIDO,1,0
953,MACETERO 33 CM PIEDRA TAUPE REYPLAST,REYPLAST,9990,Easy,27-02-2026,33CM,DESCONOCIDO,1,0
954,MACETERO 18 CM PIEDRA BLANCO REYPLAST,REYPLAST,2990,Easy,27-02-2026,18CM,DESCONOCIDO,1,0
955,MACETERO ENLOZADO BLANCO 14X12X12 CM,DECOGREEN,6990,Easy,27-02-2026,14X12X12,DESCONOCIDO,1,0
956,MACETERO 11.5 CM HANOVER MOSTAZA JAPI,JAPI,2598,Easy,27-02-2026,11.5CM,DESCONOCIDO,1,0
957,MACETERO 33 CM RUSTIC ROUND PLANTER IV JAPI,JAPI,19990,Easy,27-02-2026,33CM,DESCONOCIDO,1,0
958,MACETERO 33 CM PIEDRA BLANCO REYPLAST,REYPLAST,9990,Easy,27-02-2026,33CM,DESCONOCIDO,1,0
959,MACETERO HAZEL MARRON OUTZEN,OUTZEN,6993,Easy,27-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
960,MACETERO ESTILO PIEDRA AZUL ACERO 17X16.7X17 CM,REYPLAST,2990,Easy,27-02-2026,17X16.7X17,METAL,1,0
961,MACETA BILLIE BLANCO 44.45 CM,OUTZEN,8393,Easy,27-02-2026,44.45CM,DESCONOCIDO,1,0
962,MACETERO S BASIC JADE OUTZEN,OUTZEN,4893,Easy,27-02-2026,S,DESCONOCIDO,1,0
963,MACETA OLEANDER VERDE 15 CM,OUTZEN,2990,Easy,27-02-2026,15CM,DESCONOCIDO,1,0
964,MACETERO 57 CM RUSTIC ROUND PLANTER VI JAPI.,JAPI,49990,Easy,27-02-2026,57CM,DESCONOCIDO,1,0
965,MACETERO HAZEL CRUDO OUTZEN,OUTZEN,6993,Easy,27-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
966,MACETERO 18 CM CAPRI ANTRACITA OUTZEN,OUTZEN,2093,Easy,27-02-2026,18CM,DESCONOCIDO,1,0
967,MACETA BILLIE GRIS 28.6 CM,OUTZEN,2793,Easy,27-02-2026,28.6CM,DESCONOCIDO,1,0
968,MACETERO 20 CM S CANASTO NATURAL OUTZEN,OUTZEN,4193,Easy,27-02-2026,20CM,DESCONOCIDO,1,0
969,MACETA BASE MADERA OCRE 21 CM,OUTZEN,6993,Easy,27-02-2026,21CM,NATURAL,1,0
970,MACETA OLEANDER ECRUE 15 CM,OUTZEN,2990,Easy,27-02-2026,15CM,DESCONOCIDO,1,0
971,MACETERO 28 CM BOHO NATURAL OUTZEN,OUTZEN,10493,Easy,27-02-2026,28CM,DESCONOCIDO,1,0
972,MACETA BASE MADERA VERDE 21 CM,GENERICO,6993,Easy,27-02-2026,21CM,NATURAL,1,0
973,MACETERO HAZEL GRIS CLARO OUTZEN,OUTZEN,6993,Easy,27-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
974,MACETERO CILINDRO GRAFITO CON PLATO DORADO L 18X18 CM,DECOGREEN,7794,Easy,27-02-2026,18X18,DESCONOCIDO,1,0
975,MACETA BILLIE GRIS 44.45 CM,OUTZEN,8393,Easy,27-02-2026,44.45CM,DESCONOCIDO,1,0
976,MACETERO L BASIC BLANCO OUTZEN,OUTZEN,10493,Easy,27-02-2026,L,DESCONOCIDO,1,0
977,MACETERO 14 CM CAPRI ANTRACITA OUTZEN,OUTZEN,1043,Easy,27-02-2026,14CM,DESCONOCIDO,1,0
978,MACETERO CILINDRO VERDE MUSGO CON PLATO DORADO M 15X15 CM,DECOGREEN,6990,Easy,27-02-2026,15X15,DESCONOCIDO,1,0
979,MACETA BILLIE BLANCO 28.6 CM,OUTZEN,2793,Easy,27-02-2026,28.6CM,DESCONOCIDO,1,0
980,MACETA LORCA 21 CM,OUTZEN,6993,Easy,27-02-2026,21CM,DESCONOCIDO,1,0
981,MACETERO S BASIC GRIS OUTZEN,OUTZEN,4893,Easy,27-02-2026,S,DESCONOCIDO,1,0
982,MACETA BOCAYA BEIGE 46 CM,OUTZEN,35693,Easy,27-02-2026,46CM,DESCONOCIDO,1,0
983,MACETA STRIPES AZUL 20 CM,OUTZEN,6993,Easy,27-02-2026,20CM,DESCONOCIDO,1,0
984,MACETA CERAMICA ALINE XL GLOSSY AZUL,OUTZEN,13993,Easy,27-02-2026,XL,CERAMICA,1,0
985,MACETERO 18 CM ESTILO PIEDRA GREEN TERRA,REYPLAST,2990,Easy,27-02-2026,18CM,DESCONOCIDO,1,0
986,MACETA AZUL 16 CM,OUTZEN,6993,Easy,27-02-2026,16CM,DESCONOCIDO,1,0
987,PLATO PARA MACETERO 15 CM PIEDRA BLANCO,REYPLAST,790,Easy,27-02-2026,15CM,DESCONOCIDO,1,0
988,MACETERO ENLOZADO BLANCO 20X18X18 CM,DECOGREEN,12990,Easy,27-02-2026,20X18X18,DESCONOCIDO,1,0
989,MACETERO N10 TAUPE 28 CM,REYPLAST,3990,Easy,27-02-2026,28CM,DESCONOCIDO,1,0
990,MACETERO CILINDRO GRAFITO CON PLATO DORADO M 15X15 CM,DECOGREEN,6594,Easy,27-02-2026,15X15,DESCONOCIDO,1,0
991,MACETA BASE MADERA GRIS 21 CM,GENERICO,6993,Easy,27-02-2026,21CM,NATURAL,1,0
992,MACETERO 20 CM BOHO NATURAL OUTZEN,OUTZEN,6993,Easy,27-02-2026,20CM,DESCONOCIDO,1,0
993,MACETERO PERRO OUTZEN,OUTZEN,20993,Easy,27-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
994,MACETA BOCAYA 46 CM,OUTZEN,35693,Easy,27-02-2026,46CM,DESCONOCIDO,1,0
995,MACETA LOFT GRIS OSCURO 17 CM,OUTZEN,4193,Easy,27-02-2026,17CM,DESCONOCIDO,1,0
996,MACETERO S BASIC JADE OUTZEN,OUTZEN,4893,Easy,27-02-2026,S,DESCONOCIDO,1,0
997,MACETA OVIEDO GRIS 40 CM,OUTZEN,27993,Easy,27-02-2026,40CM,DESCONOCIDO,1,0
998,MACETA LORCA 21 CM,OUTZEN,6993,Easy,27-02-2026,21CM,DESCONOCIDO,1,0
999,MACETA OLEANDER NEGRO 19 CM,OUTZEN,4990,Easy,27-02-2026,19CM,DESCONOCIDO,1,0
1000,MACETERO CILINDRO GRAFITO CON PLATO DORADO M 15X15 CM,DECOGREEN,6594,Easy,27-02-2026,15X15,DESCONOCIDO,1,0
1001,SOPORTE MACETA DOBLE NEGRO OUTZEN,OUTZEN,13993,Easy,27-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
1002,MACETERO CILINDRO GRAFITO CON PLATO DORADO L 18X18 CM,DECOGREEN,7794,Easy,27-02-2026,18X18,DESCONOCIDO,1,0
1003,MACETA MURCIA 50 CM,OUTZEN,20993,Easy,27-02-2026,50CM,DESCONOCIDO,1,0
1004,PLATO PARA MACETERO 15 CM PIEDRA BLANCO,REYPLAST,790,Easy,27-02-2026,15CM,DESCONOCIDO,1,0
1005,MACETERO CILINDRO VERDE MUSGO CON PLATO DORADO M 15X15 CM,DECOGREEN,6990,Easy,27-02-2026,15X15,DESCONOCIDO,1,0
1006,MACETERO HAZEL GRIS CLARO OUTZEN,OUTZEN,6993,Easy,27-02-2026,SIN MEDIDAS,DESCONOCIDO,1,0
1007,MACETERO 18 CM CAPRI ANTRACITA OUTZEN,OUTZEN,2093,Easy,27-02-2026,18CM,DESCONOCIDO,1,0
1008,MACETA RUSTIC CASK 55 CM SANDSTONE,JAPI,69990,Easy,27-02-2026,55CM,DESCONOCIDO,1,0
1009,MACETA VIGO 32 CM,OUTZEN,20993,Easy,27-02-2026,32CM,DESCONOCIDO,1,0
1010,MACETA ROJO 16 CM,OUTZEN,6993,Easy,27-02-2026,16CM,DESCONOCIDO,1,0
1011,MACETERO 55 CM FLUTE TALL PLANTER IV JAPI.,JAPI,49990,Easy,27-02-2026,55CM,DESCONOCIDO,1,0
1012,MACETA PAMPLONA 75X48 CM,OUTZEN,48993,Easy,27-02-2026,75X48,DESCONOCIDO,1,0
1013,MACETA BILLIE VERDE 28.6 CM,OUTZEN,2793,Easy,27-02-2026,28.6CM,DESCONOCIDO,1,0
1014,MACETA AGAVE 12X14 CM,OUTZEN,3493,Easy,27-02-2026,12X14,DESCONOCIDO,1,0
1015,MACETERO CILINDRO VERDE MUSGO CON PLATO DORADO S 13X13 CM,DECOGREEN,4990,Easy,27-02-2026,13X13,DESCONOCIDO,1,0
1016,MACETERO 14 CM CAPRI ANTRACITA OUTZEN,OUTZEN,1043,Easy,27-02-2026,14CM,DESCONOCIDO,1,0
1017,MACETA CANASTO RING 36 CM,OUTZEN,10493,Easy,27-02-2026,36CM,DESCONOCIDO,1,0
