,Producto,Marca,Precio,Tienda,Fecha,Medidas,Material,Cantidad,Venta agrupada
290,"MACETAS DE JARDIN, 70 UNIDADES, DECORACION DEL DEL HO",,8129,Mercado Libre,04-03-2026,SIN MEDIDAS,DESCONOCIDO,70,1
291,PORTA MACETERO PEDESTAL MACETA PLANTAS BLANCO DORADO DORADO,,19900,Mercado Libre,04-03-2026,SIN MEDIDAS,DESCONOCIDO,1,0
292,"MESA PLEGABLE MALETA 180CM NEGRO ARMA FACIL, CAMPING, OFERTA NEGRO BLANCO",,36990,Mercado Libre,04-03-2026,180CM,DESCONOCIDO,1,0
293,MACETERO CUADRADO 36CM DE PLASTICO KD9941 NEGRO,,13900,Mercado Libre,04-03-2026,36CM,PLASTICO,1,0
294,MACETERO CUADRADO DE PLASTICO KD9943 NEGRO,,39000,Mercado Libre,04-03-2026,SIN MEDIDAS,PLASTICO,1,0
295,MACETA BLANDA DE 15X15CM MACETA FACIL DE PLANTULAS 100PCS TERRACOTA,,16508,Mercado Libre,04-03-2026,15X15,DESCONOCIDO,100,1
296,"MACETERO DE MADERA CREATIVE PARA MACETAS, 40 CM X 14 CM X 8",,18276,Mercado Libre,04-03-2026,40CM,NATURAL,1,0
297,"2 MACETAS DE RESINA PARA S, DECORACION PARA HOGAR, MACETAS",,10156,Mercado Libre,04-03-2026,S,DESCONOCIDO,2,1
298,3X MACETEROS TILLANDSIA ESTANTES MESA PARA PLANTAS DE AIRE,,6230,Mercado Libre,04-03-2026,SIN MEDIDAS,DESCONOCIDO,3,1
299,"MACETA PARA PLANTAS DE BALCON, DECORACION DEL HOGAR, CON FLO",,8423,Mercado Libre,04-03-2026,SIN MEDIDAS,DESCONOCIDO,1,0
300,SOPORTE PARA 8 MACETAS ESTANTE JARDINERA HUERTO PLANTAS,,19980,Mercado Libre,04-03-2026,SIN MEDIDAS,DESCONOCIDO,8,1
301,MACETERO COLGANTE TEJIDO - GRANDE Y PORTATIL,,3870,Mercado Libre,04-03-2026,SIN MEDIDAS,DESCONOCIDO,1,0
302,"L MOLDES DE SILICONA PARA MACETAS, 4 UNIDADES, MOLDE SILICO",,3474,Mercado Libre,04-03-2026,L,DESCONOCIDO,4,1
303,"MACETA DE HIERRO CON ASA PARA EL HOGAR, CON SOPORTE PARA FLO",,52958,Mercado Libre,04-03-2026,SIN MEDIDAS,METAL,1,0
304,JARDINERA GENERICA 100X40X30 CM HORMIGON RECTANGULAR,,65000,Mercado Libre,04-03-2026,100X40X30,DESCONOCIDO,1,0
305,JARDINERA MACETERO DE MADERA RECTANGULAR MEDIANA NACIONAL MADERA MACETERA INDUSTRIAL,,19980,Mercado Libre,04-03-2026,SIN MEDIDAS,NATURAL,1,0
306,"DECORACION HOGAR, DISENO DE DE CERAMICA JARDIN, DEC...",,65687,Mercado Libre,04-03-2026,SIN MEDIDAS,CERAMICA,1,0
307,2X SOPORTE DE PLANTA DE METAL SOPORTE DE MACETA DE HIERRO,,17520,Mercado Libre,04-03-2026,SIN MEDIDAS,METAL,2,1
308,"MODELO EUROPEO DE MACETA, MODELO DE HORMIGON, SUMINISTRO",,31428,Mercado Libre,04-03-2026,SIN MEDIDAS,DESCONOCIDO,1,0
309,"ESTANTE PARA MACETAS PARA EL HOGAR, ESTANTE DE EXHIBICION",,18221,Mercado Libre,04-03-2026,SIN MEDIDAS,DESCONOCIDO,1,0
310,"MOLDE DE SILICONA PARA MACETAS FOX CONCRETE, SUCULENTO, PARA",,4645,Mercado Libre,04-03-2026,SIN MEDIDAS,DESCONOCIDO,1,0
311,BOLSA DE ALMACENAMIENTO EN EL HOGAR L NEGRO,,8811,Mercado Libre,04-03-2026,L,DESCONOCIDO,1,0
312,BOLSA DE ALMACENAMIENTO EN EL HOGAR S NEGRO,,4912,Mercado Libre,04-03-2026,S,DESCONOCIDO,1,0
313,MACETA COLGANTE MONTABLE PARED INTERIOR/EXTERIOR HOGAR,,3087,Mercado Libre,04-03-2026,SIN MEDIDAS,DESCONOCIDO,1,0
314,JUEGO 4 MACETERO PLASTICO AUTORRIEGO 14 CM PARA USO INTERIOR BLANCO MODERNO PARA PLANTAS,,12090,Mercado Libre,04-03-2026,14CM,PLASTICO,1,0
315,PAQUETE DE 100 MACETAS FLEXIBLES CON AGUJEROS DE DRENAJE,,16505,Mercado Libre,04-03-2026,SIN MEDIDAS,DESCONOCIDO,100,1
316,BOLSA DE ALMACENAMIENTO EN EL HOGAR L GRIS,,6497,Mercado Libre,04-03-2026,L,DESCONOCIDO,1,0
317,60 MACETEROS DE PLANTULAS PARA JARDIN,,3972,Mercado Libre,04-03-2026,SIN MEDIDAS,DESCONOCIDO,60,1
318,TIERRA PARA MACETEROS ANASAC 6 LITROS RETENCION AGUA Y AIREACION,,3990,Mercado Libre,04-03-2026,6L,DESCONOCIDO,1,0
319,"MACETERO CUADRADO SONRIENTE DECORACION DEL HOGAR, JARD...",,66714,Mercado Libre,04-03-2026,SIN MEDIDAS,DESCONOCIDO,1,0
320,NUEVO DISENO UNICO DE MACETA FOR JARDIN KJHG,,27649,Mercado Libre,04-03-2026,SIN MEDIDAS,DESCONOCIDO,1,0
321,M SOPORTE FOR PLANTAS SOPORTE EN MACETA SOPORTE FOR .,,9474,Mercado Libre,04-03-2026,M,DESCONOCIDO,1,0
322,MACETA TEJIDA DE MADERA CON PATAS ERGUIDAS PARA EL HOGAR,,64792,Mercado Libre,04-03-2026,SIN MEDIDAS,NATURAL,1,0
323,MACETA DE CERAMICA CON BOMBILLA FOR DECORACION DEL HOGAR Y,,19382,Mercado Libre,04-03-2026,SIN MEDIDAS,CERAMICA,1,0
324,M SOPORTE FOR PLANTAS CON FORMA DE BOLA DE DISCOTECA DE N,,10258,Mercado Libre,04-03-2026,M,DESCONOCIDO,1,0
325,"MACETA DE CAQUI PARA DECORACION DEL HOGAR, ESTATUA DE MEDIO",,10884,Mercado Libre,04-03-2026,SIN MEDIDAS,DESCONOCIDO,1,0
326,ESTANTE PARA PLANTAS DE MADERA SOPORTE DECORATIVO MULTIUSO COLOR NEGRO YIBAINI,,22790,Mercado Libre,04-03-2026,SIN MEDIDAS,NATURAL,1,0
327,"SOPORTE PARA , SOPORTE PARA MACETAS, DECORACION DEL HOGAR, .",,9447,Mercado Libre,04-03-2026,SIN MEDIDAS,DESCONOCIDO,1,0
328,"MACETA PARA ORQUIDEAS FAYOULA, CERAMICA, 14 CM, CON ORIFICIO",,52599,Mercado Libre,04-03-2026,14CM,CERAMICA,1,0
329,"MINI MACETA JARDIN, DECORACION DEL HOGAR, HIERRO",,149850,Mercado Libre,04-03-2026,SIN MEDIDAS,METAL,1,0
330,MACETA GIRATORIA DE CERAMICA MONTADA EN LA PARED,,4755,Mercado Libre,04-03-2026,SIN MEDIDAS,CERAMICA,1,0
331,MACETA DE CARA DE NINA CON FLORERO DIVERTIDO HECHO A MANO,,4276,Mercado Libre,04-03-2026,SIN MEDIDAS,DESCONOCIDO,1,0
332,JARDINERAS MACETERO DE MADERA RECTANGULAR GRANDE CON BORDE DE MADERA,,39990,Mercado Libre,04-03-2026,SIN MEDIDAS,NATURAL,1,0
333,"MACETA DE CERAMICA BLANCA PARA HOGAR, 1 PIEZA, PRACTICO JARR",,10313,Mercado Libre,04-03-2026,SIN MEDIDAS,CERAMICA,1,0
334,BASE PARA MACETA DE 30CM PLASTICA CON RUEDAS CARGA 50KG,,19980,Mercado Libre,04-03-2026,30CM,PLASTICO,1,0
335,"ESTANTE COLGANTE PARA PLANTAS, PATIO, HOGAR, PATIO, RETRO, B",,5483,Mercado Libre,04-03-2026,SIN MEDIDAS,DESCONOCIDO,1,0
336,"XH MACETA FOR ORQUIDEAS, PAQUETE DE 5 MACETAS DE 5 PULGADAS",,8599,Mercado Libre,04-03-2026,5PULGADAS,DESCONOCIDO,5,1
337,"2 MACETAS DECORACION HOGAR, DECORACION DE MESA AL AIR...",,72872,Mercado Libre,04-03-2026,SIN MEDIDAS,DESCONOCIDO,2,1
338,"MACETA DE CERAMICA PARA MACETA, HOGAR, VACAS, 8 X 6,5 X 7,5",,5345,Mercado Libre,04-03-2026,"8X6,5X7,5",CERAMICA,1,0
339,COLGADOR DE MACRAME PARA PLANTAS SOPORTE MACETA TEJIDO 105CM,,8737,Mercado Libre,04-03-2026,105CM,DESCONOCIDO,1,0
340,"TIERRA PARA MACETEROS 12,5 KG 25L ANASAC",,9980,Mercado Libre,04-03-2026,25L,DESCONOCIDO,1,0
341,"BOLSAS GRUESAS PARA PLANTAS, VIVERO 200 UNIDADES",,3668,Mercado Libre,04-03-2026,SIN MEDIDAS,DESCONOCIDO,200,1
342,"MACETERO DE ESQUELETO HUMANO DECORACION DEL HOGAR, DEC...",,65687,Mercado Libre,04-03-2026,SIN MEDIDAS,DESCONOCIDO,1,0
343,SOPORTE DE HIERRO AIR PLANT PARA DECORACION DEL HOGAR,,4009,Mercado Libre,04-03-2026,SIN MEDIDAS,METAL,1,0
344,"MACETA EUROPEA, DECORACION DE JARDIN, DIAMETRO 37 CM",,63898,Mercado Libre,04-03-2026,37CM,DESCONOCIDO,1,0
345,TIERRA PARA MACETEROS 6 LT ANASAC,,4300,Mercado Libre,04-03-2026,6L,DESCONOCIDO,1,0
346,"MACETA DE CERAMICA CON FORMA DE NARANJA, ADORNO DE GRANDE",,15133,Mercado Libre,04-03-2026,SIN MEDIDAS,CERAMICA,1,0
347,"ESTANTERIA PARA PLANTAS, PATIO, PATIO, ESTILO RETRO, BRICOLA",,9723,Mercado Libre,04-03-2026,SIN MEDIDAS,DESCONOCIDO,1,0
0,MACETERO NEGRO AMSTERDAM 55CM ALTO CON PLATO,FLORIDIS,44990,Sodimac,04-03-2026,55CM,DESCONOCIDO,1,0
1,SOPORTE PARA MACETAS ESTANTE DE MACETAS PARA PLANTAS 8 NIVEL,TNAKIEX,31990,Sodimac,04-03-2026,SIN MEDIDAS,DESCONOCIDO,1,0
2,MACETERO LOOK BARRIL,JUST HOME COLLECTION,4666,Sodimac,04-03-2026,SIN MEDIDAS,DESCONOCIDO,1,0
3,SET 3 MACETEROS DE FIBRA TALL TAUPE GRIS,JUST HOME COLLECTION,119990,Sodimac,04-03-2026,SIN MEDIDAS,DESCONOCIDO,3,1
4,SOPORTE PARA MACETAS ESTANTE DE MACETAS PARA PLANTAS 8 NIVEL,TNAKIEX,31990,Sodimac,04-03-2026,SIN MEDIDAS,DESCONOCIDO,1,0
5,MACETERO RUSTICO DE ARCILLA TERRACOTA,CASA BONITA,9990,Sodimac,04-03-2026,SIN MEDIDAS,CERAMICA,1,0
6,MACETERO NEGRO ZURIQUE 74CM ALTO CON PLATO,FLORIDIS,56990,Sodimac,04-03-2026,74CM,DESCONOCIDO,1,0
7,MACETERO BEIGE AMSTERDAM 44CM ALTO CON PLATO,FLORIDIS,23990,Sodimac,04-03-2026,44CM,DESCONOCIDO,1,0
8,MACETERO REDONDO DE ARCILLA TERRACOTA,JUST HOME COLLECTION,11990,Sodimac,04-03-2026,SIN MEDIDAS,CERAMICA,1,0
9,MACETERO SIENA DE PLASTICO 40X40 CM ARENA,JUST HOME COLLECTION,9990,Sodimac,04-03-2026,40X40,PLASTICO,1,0
10,MACETERO DE PLASTICO 27X38 CM GRANITO,JUST HOME COLLECTION,27990,Sodimac,04-03-2026,27X38,PLASTICO,1,0
11,EXHIBICION MACETERO DE BAMBU CON 9 REPISAS,U BUY,26990,Sodimac,04-03-2026,SIN MEDIDAS,NATURAL,1,0
12,MACETA JARDINERA PANTANAL LISO 64X19X22CMS BEIGE EFECTO MARMOLEADO,VERDY,46990,Sodimac,04-03-2026,64X19X22,DESCONOCIDO,1,0
13,SET ORGANIZADOR 3 PEDESTAL PORTA MACETERO DESMONTABLE METAL,ANYHOGAR,21990,Sodimac,04-03-2026,SIN MEDIDAS,METAL,1,0
14,MACETERO DE PLASTICO 43X65 CM ARENA,JUST HOME COLLECTION,52990,Sodimac,04-03-2026,43X65,PLASTICO,1,0
15,MACETERO NEGRO ZURIQUE 74CM ALTO CON PLATO,FLORIDIS,56990,Sodimac,04-03-2026,74CM,DESCONOCIDO,1,0
16,SOPORTE DE 5 NIVELES PARA MACETAS PLANTAS DECORATIVO NEGRO,CRUSEC,28990,Sodimac,04-03-2026,SIN MEDIDAS,DESCONOCIDO,1,0
17,MACETERO DE CERAMICA NIHI,JUST HOME COLLECTION,9990,Sodimac,04-03-2026,SIN MEDIDAS,CERAMICA,1,0
18,MACETERO SIENA DE PLASTICO 40X40 CM TAUPE,JUST HOME COLLECTION,9990,Sodimac,04-03-2026,40X40,PLASTICO,1,0
19,MACETERO DE PLASTICO 50X45 CM CHOCOLATE,VITALY,9990,Sodimac,04-03-2026,50X45,PLASTICO,1,0
20,MACETERO DE CERAMICA 13X11 CM COLORES SURTIDOS,JUST HOME COLLECTION,2990,Sodimac,04-03-2026,13X11,CERAMICA,1,0
21,MACETERO DE CERAMICA KURA,JUST HOME COLLECTION,8290,Sodimac,04-03-2026,SIN MEDIDAS,CERAMICA,1,0
22,MACETERO DE POLIETILENO 43X65 CM GRANITO,JUST HOME COLLECTION,52990,Sodimac,04-03-2026,43X65,PLASTICO,1,0
23,MACETERO RUSTICO DE ARCILLA TERRACOTA,CASA BONITA,9990,Sodimac,04-03-2026,SIN MEDIDAS,CERAMICA,1,0
24,MACETERO DE CERAMICA EMA,JUST HOME COLLECTION,7690,Sodimac,04-03-2026,SIN MEDIDAS,CERAMICA,1,0
25,SET DE 3 MACETEROS CERAMICA DISENOS GRIS Y BLANCO,JUST HOME COLLECTION,50390,Sodimac,04-03-2026,SIN MEDIDAS,CERAMICA,3,1
26,MACETERO DE ARCILLA TERRACOTA,JUST HOME COLLECTION,15990,Sodimac,04-03-2026,SIN MEDIDAS,CERAMICA,1,0
27,MACETERO DE PLASTICO 30 CM PLATA,JUST HOME COLLECTION,7990,Sodimac,04-03-2026,30CM,PLASTICO,1,0
28,MACETERO BEIGE EFECTO MARMOL AMSTERDAM 44CM ALTO CON PLATO,FLORIDIS,23990,Sodimac,04-03-2026,44CM,DESCONOCIDO,1,0
29,MACETERO NEGRO EFECTO MARMOL AMSTERDAM 44CM ALTO CON PLATO,FLORIDIS,23990,Sodimac,04-03-2026,44CM,DESCONOCIDO,1,0
30,MACETERO FIBRA LINE,JUST HOME COLLECTION,29990,Sodimac,04-03-2026,SIN MEDIDAS,DESCONOCIDO,1,0
31,SET 3 MACETEROS DE MADERA TIPO BARRIL,CASA BONITA,36990,Sodimac,04-03-2026,SIN MEDIDAS,NATURAL,3,1
32,SET 4 TAMANOS DE MACETEROS DENVER COLOR BEIGE,JUST HOME COLLECTION,20990,Sodimac,04-03-2026,SIN MEDIDAS,DESCONOCIDO,4,1
33,MACETERO MIKONOS,JUST HOME COLLECTION,13990,Sodimac,04-03-2026,SIN MEDIDAS,DESCONOCIDO,1,0
34,MACETA MACETERO PEDESTAL DECORATIVO GRANDE,GENERICO,19990,Sodimac,04-03-2026,SIN MEDIDAS,DESCONOCIDO,1,0
35,MACETERO DE MADERA TIPO BARRIL,CASA BONITA,14990,Sodimac,04-03-2026,SIN MEDIDAS,NATURAL,1,0
36,MACETERO NEGRO AMSTERDAM 55CM ALTO CON PLATO,FLORIDIS,44990,Sodimac,04-03-2026,55CM,DESCONOCIDO,1,0
37,MACETERO BEIGE AMSTERDAM 44CM ALTO CON PLATO,FLORIDIS,23990,Sodimac,04-03-2026,44CM,DESCONOCIDO,1,0
38,JARDINERA EXTERIOR DE BARANDILLA PARA BALCON 50X20X12 CM,CRUSEC,15990,Sodimac,04-03-2026,50X20X12,DESCONOCIDO,1,0
39,CANASTO DECORATIVO HIERBA MARINA 43X40 CM HOGAR,JUST HOME COLLECTION,28990,Sodimac,04-03-2026,43X40,DESCONOCIDO,1,0
40,MACETERO PLASTICO 46CM GRAFIATO CONICO DECORATIVO GRANDE,GENERICO,17850,Sodimac,04-03-2026,46CM,PLASTICO,1,0
41,MACETERO DE CERAMICA,SK,7990,Sodimac,04-03-2026,SIN MEDIDAS,CERAMICA,1,0
42,MACETERO DE GREDA 13X13 CM COLORES SURTIDOS,JUST HOME COLLECTION,2990,Sodimac,04-03-2026,13X13,CERAMICA,1,0
43,MACETERO DE CERAMICA,SK,6690,Sodimac,04-03-2026,SIN MEDIDAS,CERAMICA,1,0
44,SOPORTE DE 5 NIVELES PARA MACETAS PLANTAS DECORATIVO BLANCO,CRUSEC,28990,Sodimac,04-03-2026,SIN MEDIDAS,DESCONOCIDO,1,0
45,JUEGO DE DOS MACETAS DE FLORES PARA COLGAR PARED,CRUSEC,13990,Sodimac,04-03-2026,SIN MEDIDAS,DESCONOCIDO,1,0
46,SOPORTE PARA PLANTAS COLGANTES 2 GANCHOS DE PARED DE HIERRO,MUNDO MAGIA,7990,Sodimac,04-03-2026,SIN MEDIDAS,METAL,1,0
47,SET 3 MACETEROS DE CEAMICA KURA TABACO DORADO,JUST HOME COLLECTION,32990,Sodimac,04-03-2026,SIN MEDIDAS,DESCONOCIDO,3,1
48,135 MACETEROS FLEXIBLES VIVERO 9X8CM TERRACOTA KIT INICIAL,GENERICO,9390,Sodimac,04-03-2026,9X8,DESCONOCIDO,135,1
49,MACETERO SIENA DE PLASTICO 40X40 CM PLATA,JUST HOME COLLECTION,9990,Sodimac,04-03-2026,40X40,PLASTICO,1,0
50,SET ORGANIZADOR 3 PEDESTAL PORTA MACETERO DESMONTABLE METAL,ANYHOGAR,25467,Sodimac,04-03-2026,SIN MEDIDAS,METAL,1,0
51,MACETERO AUTORREGANTE SET 4 UNIDADES,KUANGYE,13290,Sodimac,04-03-2026,SIN MEDIDAS,DESCONOCIDO,4,1
52,ESTANTE PLANTAS 75X54 CM GREEN,JUST HOME COLLECTION,29990,Sodimac,04-03-2026,75X54,DESCONOCIDO,1,0
53,MACETERO DE FIBRA TALL,JUST HOME COLLECTION,52990,Sodimac,04-03-2026,SIN MEDIDAS,DESCONOCIDO,1,0
54,9 PCS MACETAS DE PLASTICO CON SEPARADOR DE AGUA TRICOLOR,TNAKIEX,15990,Sodimac,04-03-2026,SIN MEDIDAS,PLASTICO,9,1
55,TORRE DE CULTIVO HIDROPONICO VERTICAL 165X53CM,RAGNAR,112872,Sodimac,04-03-2026,165X53,DESCONOCIDO,1,0
56,MACETERO NEGRO EFECTO MARMOL AMSTERDAM 44CM ALTO CON PLATO,FLORIDIS,23990,Sodimac,04-03-2026,44CM,DESCONOCIDO,1,0
57,TORRE DE CULTIVO HIDROPONICO VERTICAL 165X53CM,RAGNAR,112872,Sodimac,04-03-2026,165X53,DESCONOCIDO,1,0
58,MACETERO SIENA DE PLASTICO 40X40 CM BLANCO,JUST HOME COLLECTION,9990,Sodimac,04-03-2026,40X40,PLASTICO,1,0
59,JARDIN VERTICAL HUERTO URBANO BALCON TERRAZA MURAL EXTERIOR DE GEOTEXTIL 18 BOLSILLOS,GENERICO,6900,Sodimac,04-03-2026,SIN MEDIDAS,DESCONOCIDO,1,0
60,"RACK HUERTO 49X20X13,5 CM",ERGO,32990,Sodimac,04-03-2026,"49X20X13,5",DESCONOCIDO,1,0
61,JARDINERA DE POLIPROPILENO 79X39 CM ARENA,DEROMA,82990,Sodimac,04-03-2026,79X39,DESCONOCIDO,1,0
62,MACETERO NEGRO AMSTERDAM 70CM ALTO CON PLATO,FLORIDIS,91990,Sodimac,04-03-2026,70CM,DESCONOCIDO,1,0
63,MACETERO CAFE EFECTO MARMOL GENEBRA 35CM ALTO CON PLATO,FLORIDIS,17990,Sodimac,04-03-2026,35CM,DESCONOCIDO,1,0
64,SET 2 MACETEROS DE FIBRA CON PATAS BLANCO,JUST HOME COLLECTION,62990,Sodimac,04-03-2026,SIN MEDIDAS,DESCONOCIDO,2,1
65,PACK 2 MACETAS DE VIDRIO COLGANTE TRANSPARENTE PARED 13CM,CRUSEC,10990,Sodimac,04-03-2026,13CM,VIDRIO,2,1
66,MACETERO NEGRO ZURIQUE 55CM ALTO CON PLATO,FLORIDIS,32990,Sodimac,04-03-2026,55CM,DESCONOCIDO,1,0
67,PORTAMACETERO COLGANTE PARA MACETAS 65 CM,JUST HOME COLLECTION,5000,Sodimac,04-03-2026,65CM,DESCONOCIDO,1,0
68,PARAGUAS GRANDE DE TOTORA PARA JARDIN Y EXTERIORES,TOTORARTE,13390,Sodimac,04-03-2026,SIN MEDIDAS,DESCONOCIDO,1,0
69,PORTA MACETERO METALICO 46 CM PARA INTERIOR,JUST HOME COLLECTION,25990,Sodimac,04-03-2026,46CM,METAL,1,0
70,SET 4 MACETEROS DE CERAMICA AZUL,JUST HOME COLLECTION,94990,Sodimac,04-03-2026,SIN MEDIDAS,CERAMICA,4,1
71,CERCO METALICO DECORATIVO JARDIN DELIMITADOR 42X47 CM,POTTERY,6490,Sodimac,04-03-2026,42X47,METAL,1,0
72,MACETERO DE PLASTICO 28 CM,CASA BONITA,3272,Sodimac,04-03-2026,28CM,PLASTICO,1,0
73,MESITA PORTA MACETERO PEDESTAL DOS NIVELES,GENERICO,12990,Sodimac,04-03-2026,SIN MEDIDAS,DESCONOCIDO,1,0
74,SET DE 3 MACETAS TEJIDAS CON PATAS,HOME ESSENTIALS,47990,Sodimac,04-03-2026,SIN MEDIDAS,DESCONOCIDO,3,1
75,MACETERO REDONDO DE PLASTICO 17.2X17 CM TAUPE,REYPLAST,3190,Sodimac,04-03-2026,17.2X17,PLASTICO,1,0
76,SET ORGANIZADOR PEDESTAL PORTA MACETERO DESMONTABLE METAL,KINDA NICE,13990,Sodimac,04-03-2026,SIN MEDIDAS,METAL,1,0
77,MACETERO DE GREDA 14X14 CM COLORES SURTIDOS,JUST HOME COLLECTION,2990,Sodimac,04-03-2026,14X14,CERAMICA,1,0
78,MACETERO DE ARCILLA SIN BORDE TERRACOTA,JUST HOME COLLECTION,19990,Sodimac,04-03-2026,SIN MEDIDAS,CERAMICA,1,0
79,MACETERO DE CERAMICA 13X13 CM DISENOS SURTIDOS,JUST HOME COLLECTION,2990,Sodimac,04-03-2026,13X13,CERAMICA,1,0
80,MACETERO REDONDO DE PLASTICO 32X30 CM TAUPE,REYPLAST,10990,Sodimac,04-03-2026,32X30,PLASTICO,1,0
81,MACETERO CON PATAS DE METAL 18.5X31 CM DORADO,JUST HOME COLLECTION,14990,Sodimac,04-03-2026,18.5X31,METAL,1,0
82,MACETERO DE CERAMICA,SK,6990,Sodimac,04-03-2026,SIN MEDIDAS,CERAMICA,1,0
83,MACETERO GRAFITO AMSTERDAM 44CM ALTO CON PLATO,FLORIDIS,23990,Sodimac,04-03-2026,44CM,DESCONOCIDO,1,0
84,MACETERO MARRON AMSTERDAM 55CM ALTO CON PLATO,FLORIDIS,44990,Sodimac,04-03-2026,55CM,DESCONOCIDO,1,0
85,MACETERO BEIGE AMSTERDAM 55CM ALTO CON PLATO,FLORIDIS,44990,Sodimac,04-03-2026,55CM,DESCONOCIDO,1,0
86,MACETEROS AUTORREGANTE SET 4 UNIDADES,KUANGYE,13290,Sodimac,04-03-2026,SIN MEDIDAS,DESCONOCIDO,4,1
87,MACETERO ROTOMOLDEO DE POLIPROPILENO 55X53 CM NEGRO,POTTERY,79990,Sodimac,04-03-2026,55X53,DESCONOCIDO,1,0
88,MACETERO BEIGE EFECTO MARMOL AMSTERDAM 44CM ALTO CON PLATO,FLORIDIS,23990,Sodimac,04-03-2026,44CM,DESCONOCIDO,1,0
89,MACETA COLGANTE MACETERO COLGANTE DE PAJA CESTA PEQUENO,OEM,5990,Sodimac,04-03-2026,SIN MEDIDAS,DESCONOCIDO,1,0
90,MACETERO NEGRO MODELO BERLIN 41CM ALTO CON PLATO,FLORIDIS,39990,Sodimac,04-03-2026,41CM,DESCONOCIDO,1,0
91,MACETERO REDONDO DE PLASTICO 24.4X23 CM TAUPE,REYPLAST,7490,Sodimac,04-03-2026,24.4X23,PLASTICO,1,0
92,JUEGO DE 2 MACETAS METALICAS VINTAGE - ACABADO RUSTICO PARA BALCON,GENERICO,7990,Sodimac,04-03-2026,SIN MEDIDAS,DESCONOCIDO,2,1
93,MACETERO DE PLASTICO 27X38 CM ARENA,JUST HOME COLLECTION,27990,Sodimac,04-03-2026,27X38,PLASTICO,1,0
94,MACETERO BLANCO AMSTERDAM 44CM ALTO CON PLATO,FLORIDIS,23990,Sodimac,04-03-2026,44CM,DESCONOCIDO,1,0
95,MACETERO DE CERAMICA HIMBA,JUST HOME COLLECTION,17990,Sodimac,04-03-2026,SIN MEDIDAS,CERAMICA,1,0
96,MACETERO DE CERAMICA NUI,JUST HOME COLLECTION,11990,Sodimac,04-03-2026,SIN MEDIDAS,CERAMICA,1,0
97,MALLA ANTIMALEZA 2X10MTS +15 CLAVOS EN U + 15 ESPACIADOR,MUNDO MAGIA,10990,Sodimac,04-03-2026,2X10,DESCONOCIDO,1,0
98,SET 3 MACETEROS DE FIBRA STRI GREY GRIS,JUST HOME COLLECTION,96990,Sodimac,04-03-2026,SIN MEDIDAS,DESCONOCIDO,3,1
99,31 KITS BANDEJAS GERMINADORAS CON LUZ INVERNADERO SEMILLERO,YAYKO,12290,Sodimac,04-03-2026,SIN MEDIDAS,DESCONOCIDO,1,0
100,MACETERO GRIS CLARO AMSTERDAM 65 CM ALTO CON PLATO,FLORIDIS,32990,Sodimac,04-03-2026,65CM,DESCONOCIDO,1,0
101,SET 4 TAMANOS DE MACETEROS DENVER COLOR PLOMO,JUST HOME COLLECTION,20990,Sodimac,04-03-2026,SIN MEDIDAS,DESCONOCIDO,4,1
102,SOPORTE PARA 8 MACETAS ESTANTE JARDINERA HUERTO PLANTAS,GENERICO,19980,Sodimac,04-03-2026,SIN MEDIDAS,DESCONOCIDO,8,1
103,SET 2 MACETEROS CON PEDESTAL DORADOS,IMPORTADORA USA,35990,Sodimac,04-03-2026,SIN MEDIDAS,DESCONOCIDO,2,1
104,MACETERO GRAFIATO DE PLASTICO 34X48 CM GRANITO,JUST HOME COLLECTION,42990,Sodimac,04-03-2026,34X48,PLASTICO,1,0
105,PORTA MACETERO PEDESTAL MACETA PLANTAS BLANCO DORADO MEDIANO,GENERICO,18990,Sodimac,04-03-2026,SIN MEDIDAS,DESCONOCIDO,1,0
106,MACETERO DE GREDA 13X13 CM COLORES SURTIDOS,JUST HOME COLLECTION,2990,Sodimac,04-03-2026,13X13,CERAMICA,1,0
107,MACETERO RUSTICO DE ARCILLA,CASA BONITA,9990,Sodimac,04-03-2026,SIN MEDIDAS,CERAMICA,1,0
108,FUENTE SOLAR RAYADO PARA JARDIN,GENERICO,10000,Sodimac,04-03-2026,SIN MEDIDAS,DESCONOCIDO,1,0
109,MACETERO NEGRO AMSTERDAM 45CM ALTO CON PLATO,FLORIDIS,32990,Sodimac,04-03-2026,45CM,DESCONOCIDO,1,0
110,MACETERO BEIGE AMSTERDAM 45CM ALTO CON PLATO,FLORIDIS,32990,Sodimac,04-03-2026,45CM,DESCONOCIDO,1,0
111,MACETERO GRIS CLARO AMSTERDAM 44CM ALTO CON PLATO,FLORIDIS,23990,Sodimac,04-03-2026,44CM,DESCONOCIDO,1,0
112,MACETERO CAFE EFECTO MARMOL GENEBRA 35CM ALTO CON PLATO,FLORIDIS,17990,Sodimac,04-03-2026,35CM,DESCONOCIDO,1,0
113,MACETERO BEIGE AMSTERDAM 45CM ALTO CON PLATO,FLORIDIS,32990,Sodimac,04-03-2026,45CM,DESCONOCIDO,1,0
114,MACETERO CON BASE DE METAL 26X26 CM DORADO,JUST HOME COLLECTION,22990,Sodimac,04-03-2026,26X26,METAL,1,0
115,MACETERO BEIGE ALCANTARA 75CM ALTO,GENERICO,21990,Sodimac,04-03-2026,75CM,DESCONOCIDO,1,0
116,MACETERO NEGRO BOWL 19CM ALTO CON PLATO,FLORIDIS,19990,Sodimac,04-03-2026,19CM,DESCONOCIDO,1,0
