Nombre,Precio,Precio envio,Tienda,Fecha
"LE TAUCI Macetas de cerámica, 4.3+5.3+6.8 pulgadas, juego de 3, macetas con orificio de drenaje y platillo, maceta de interior con almohadilla de malla de agujero, regalos para mamá, color blanco",23364,Entrega GRATIS el mié 11 de mar a Chile en US$49 (CLP 42418) de artículos elegibles,Amazon,27-02-2026
"Macetas de cerámica de 6 pulgadas con orificio de drenaje y platillos para plantas de interior, macetas de jardín para suculentas, orquídeas y flores, juego de 2",19858,Entrega por CLP 23105 el jue 12 de mar,Amazon,27-02-2026
"JERIA Paquete de 100 macetas de 0.5 galones, macetas de plástico para plántulas de flores, contenedor de plantas de flores, maceta de inicio de semillas, vienen con 100 etiquetas para plantas (negro)",17911,Entrega por CLP 18248 el mié 11 de mar,Amazon,27-02-2026
"Macetas grandes de riego automático de 8/9/10 pulgadas, macetas de plástico con orificios de drenaje de malla múltiple e indicador de nivel de agua y depósito profundo para plantas y flores de",15573,Entrega por CLP 19798 el mié 11 de mar,Amazon,27-02-2026
"Pure Garden - Maceta con diseño de celosía, 15.5 pulgadas, maceta decorativa cuadrada para flores o plantas al aire libre, porche delantero, patio y decoración de jardín (blanco)",22473,Entrega por CLP 26732 el vie 13 de mar,Amazon,27-02-2026
"VIVOSUN Paquete de 5 bolsas de cultivo de plantas de 3 galones, macetas de tela no tejida gruesa resistente con asas",11678,Entrega GRATIS el mié 11 de mar a Chile en US$49 (CLP 42418) de artículos elegibles,Amazon,27-02-2026
"Keter Signature Conic - Maceta redonda grande con aspecto de madera de 28.5 pulgadas de alto para flores de interior o exterior, ideal para decoración de patio, terraza y porche delantero, palisandro",82230,Entrega por CLP 62449 el vie 13 de mar,Amazon,27-02-2026
"LE TAUCI Juego de 3 macetas de cerámica estriada de 8.3/7/5.7 pulgadas, cilíndricas reactivas de color verde oliva oscuro con tapón de drenaje y malla, macetas de cerámica brillante para suculentas y",46738,Entrega por CLP 35865 el mar 17 de mar,Amazon,27-02-2026
"Colección de Macetas PSW TA30TC - Maceta de 12 pulgadas de plástico/piedra/compuesto de madera para bulbos – Sin orificio de drenaje (perforable), maceta poco profunda para interior/exterior para",14985,Entrega por CLP 20958 el mié 11 de mar,Amazon,27-02-2026
"Paquete de 45 macetas transparentes de 7/6/5/4/3 pulgadas para plantas, macetas de plástico transparente con agujeros de drenaje, paquete variado transparente maceta de jardín flexible para",19036,Entrega por CLP 17963 el vie 13 de mar,Amazon,27-02-2026
"Classic Home and Garden Macetas de Resina Honeysuckle - Macetas Ligeras para Plantas de Interior y Exterior - Macetas de Plástico Resistentes a los Rayos UV - Macetas para Flores y Hierbas (15"" Fósil)",29147,Entrega por CLP 52866 el jue 12 de mar,Amazon,27-02-2026
"Maceta de plástico de 10 pulgadas para plantas de interior, paquete de 4 macetas grandes para exteriores con agujeros de drenaje y platillos, macetas decorativas de resina para jardín",20767,Entrega por CLP 21183 el vie 13 de mar,Amazon,27-02-2026
RooTrimmer - Maceta para vivero de 8 pulgadas para cultivar macetas resistentes a un precio a granel 20P,25961,Entrega por CLP 19737 el mié 11 de mar,Amazon,27-02-2026
"Maceta de cerámica para plantas, maceta de 8 pulgadas para plantas de interior, maceta de cerámica al aire libre, maceta grande con orificio de drenaje y platillo para decoración del jardín",18776,Entrega por CLP 30307 el vie 13 de mar,Amazon,27-02-2026
"Planta de plástico de 8 pulgadas, paquete de 4 con agujeros de drenaje y platillos, macetas decorativas de ondas de agua para plantas de interior y exterior, patio, jardín, decoración del",17305,Entrega por CLP 19703 el mié 11 de mar,Amazon,27-02-2026
"GroTheory Paquete de 100 Macetas de Vivero de 1 Galón, Macetas de Plástico de 6.7 Pulgadas para Plantas, Macetas de Flores de Plástico, Maceta de Plantas, Macetas para Plántulas para Envasado, Semilla",25961,Entrega por CLP 30601 el mié 11 de mar,Amazon,27-02-2026
"The HC Companies Macetas redondas Tucson de 20 pulgadas con aspecto de cerámica, resina ligera resistente a los rayos UV para interiores y exteriores, 1 paquete de macetas para decoración de jardín y",48962,Entrega por CLP 93250 el vie 13 de mar,Amazon,27-02-2026
"Macetas de cerámica para interiores, macetas redondas de 10 pulgadas, 8 pulgadas y 6 pulgadas para plantas de interior y exterior, modernas macetas grandes con agujeros de drenaje y platillos",57126,Entrega por CLP 43258 el mar 17 de mar,Amazon,27-02-2026
"Macetas, macetas de cerámica vintage para plantas de interior, macetas de 6.29 pulgadas con drenaje, florero y macetas de lavanda de campo francés, decoración antigua de habitación del",20767,Entrega por CLP 32359 el mié 11 de mar,Amazon,27-02-2026
"Macetas de 6 pulgadas con platillos, paquete de 6 macetas de interior, macetas con agujeros de drenaje para orquídeas, violetas, suculentas, hierbas y otras plantas, color blanco (negro y verde",8648,Entrega por CLP 15833 entre el 9 - 17 de mar,Amazon,27-02-2026
"Maceta sonriente con dedos medios hacia arriba, macetas para suculentas, divertida maceta de resina para interiores y exteriores",8648,Entrega por CLP 12578 el mié 11 de mar,Amazon,27-02-2026
"LE TAUCI Maceta grande de 14 pulgadas con platillo | Maceta grande de cerámica para exteriores e interiores | Agujero de drenaje, almohadilla de malla y tapón | Poroso sin esmaltar | Moderno",112528,"Entrega por CLP 94704 el mar 17 de mar
O entrega más rápida el mié 11 de mar",Amazon,27-02-2026
"Paquete de 48 macetas de plástico de 4 pulgadas, juego de macetas de interior de plántulas gruesas, macetas de inicio de semillas con agujeros de drenaje, platillos, mini herramientas de jardín",23364,Entrega por CLP 21235 el mié 11 de mar,Amazon,27-02-2026
"Macetas de 8 pulgadas para interiores y exteriores, paquete de 4 macetas de plástico con agujeros de drenaje y platillos, macetas de resina con bandejas, contenedor clásico de jardín para",16439,Entrega GRATIS el vie 13 de mar a Chile en US$49 (CLP 42418) de artículos elegibles,Amazon,27-02-2026
"Paquete de 6 macetas de 8 pulgadas, macetas con patrón retro con agujeros de drenaje y platillo, macetas de jardín de plástico resistentes para plantas de interior y exterior",20767,Entrega GRATIS el mié 11 de mar a Chile en US$49 (CLP 42418) de artículos elegibles,Amazon,27-02-2026
"Macetas de Cara con Forma de Cabeza, Macetas para Plantas de Interior - Macetas Dobles Lindas para Flores y Suculentas con Agujeros de Drenaje - Ideas de Regalo Ideales (Dama Blanca)",15573,Entrega por CLP 14638 el mié 11 de mar,Amazon,27-02-2026
"Patrocinado 
Paquete de 48 macetas de plástico de 4 pulgadas, juego de macetas de interior de plántulas gruesas, macetas de inicio de semillas con agujeros de drenaje, platillos, mini herramientas de jardín para el hogar, oficina, jardín, color blanco",21633,Entrega por CLP 21174 el mié 11 de mar,Amazon,27-02-2026
"Patrocinado 
Juego de 16 macetas de plástico de 4 pulgadas con bandeja, macetas resistentes para interior y exterior con 48 orificios de drenaje para hierbas, suculentas, plántulas, flores, duraderas y",14708,Entrega GRATIS el mié 11 de mar a Chile en US$49 (CLP 42418) de artículos elegibles,Amazon,27-02-2026
"Patrocinado 
Paquete de 50 bolsas de cultivo de tela con asas, macetas de cultivo de aireación, bolsas para plantas de jardín, plantas y verduras, color negro (7 galones)",51066,Entrega por CLP 33268 entre el 9 - 18 de mar,Amazon,27-02-2026
"Patrocinado 
Macetas de 10 pulgadas para interiores y exteriores, paquete de 4 macetas de plástico para plantas de interior con agujeros de drenaje y bandejas, juegos de contenedores decorativos de resina",20767,Entrega por CLP 21278 el mié 11 de mar,Amazon,27-02-2026
"Macetas de 7/6.5/6/5.5/5/4.5/4 pulgadas para plantas de interior y exterior, paquete de 7 macetas gruesas con agujeros de drenaje y platillos, macetas de plástico modernas con textura de",15573,Entrega GRATIS el mié 11 de mar a Chile en US$49 (CLP 42418) de artículos elegibles,Amazon,27-02-2026
"100 paquetes de macetas de 4 pulgadas, 4, 5 y 6 pulgadas, macetas de plástico para plantas con agujeros de drenaje, macetas de jardín de inicio de semillas de flores, contenedor para plantas",8648,Entrega por CLP 13020 el mié 11 de mar,Amazon,27-02-2026
"Tergy Paquete de 50 Macetas para Plantas de 4 Pulgadas a Granel Macetas Pequeñas de Plástico con Agujeros de Drenaje Maceta para Flores para Suculentas, Cactus, Hierbas, Violeta Africana",21633,Entrega por CLP 17547 el mié 11 de mar,Amazon,27-02-2026
"Sungmor - Maceta de cemento de 6.3 pulgadas para plantas, maceta para suculentas con diseño en relieve, floreros de hormigón vintage con orificio de drenaje, maceta decorativa para orquídeas y plantas",34618,Entrega GRATIS entre el 9 - 16 de mar a Chile en US$49 (CLP 42418) de artículos elegibles,Amazon,27-02-2026
"ARNIS Macetas modernas, juego de 2 macetas redondas grandes con soporte, macetas de metal de gran tamaño con agujeros de drenaje para sala de estar, oficina, jardín o balcón, 10.5 y 12.25 pulgadas",69228,Entrega por CLP 51369 el jue 12 de mar,Amazon,27-02-2026
"Soporte para plantas de interior con luces de cultivo, estante grande de 55 pulgadas de alto con 7 niveles para plantas de interior, estante en forma de jarrón, soporte para macetas",60588,Entrega por CLP 41639 el jue 12 de mar,Amazon,27-02-2026
"VECELO Juego de 5 soportes de metal para plantas, soporte para macetas de alta resistencia, soporte redondo para plantas, color negro",21971,Entrega GRATIS el vie 13 de mar a Chile en US$49 (CLP 42418) de artículos elegibles,Amazon,27-02-2026
"D'vine Dev Maceta negra de 8 pulgadas con soporte, moderna maceta cilíndrica de plástico con soporte de metal resistente para plantas de interior, 55-D-B-1",33752,"Entrega GRATIS entre el 9 - 24 de mar a Chile en US$49 (CLP 42418) de artículos elegibles
O entrega más rápida el lun 16 de mar",Amazon,27-02-2026
"D'vine Dev Juego de 3 macetas de plástico de color negro para plantas con agujero de drenaje y platillos sin costuras, tamaño mediano de 6, 6.5 y 8 pulgadas, 74-V-B-3",16439,Entrega por CLP 19157 el vie 13 de mar,Amazon,27-02-2026
"Macetas cuadradas RooTrimmer para vivero de 4 pulgadas 60 piezas, macetas de plántulas de plástico para propagación de semillas (Negro, 4 pulgadas, 60 piezas)",23356,Entrega GRATIS el mié 11 de mar a Chile en US$49 (CLP 42418) de artículos elegibles,Amazon,27-02-2026
"Juego de macetas grandes de riego automático de 12 pulgadas, macetas con agujeros de drenaje y platillo de malla múltiple, adecuadas para plantas de jardín de interiores y exteriores, color",19036,Entrega por CLP 27355 el mié 11 de mar,Amazon,27-02-2026
"Patrocinado 
Paquete de 36 macetas de plástico de 4 pulgadas para plantas de vivero, macetas gruesas para plantas de semillero con bandeja, macetas blancas, recipientes para plantas de jardinería para",19902,Entrega por CLP 17859 el mié 11 de mar,Amazon,27-02-2026
"Patrocinado 
Macetas para plantas con agujeros de drenaje y platillos, paquete de 15, macetas apilables para interiores y exteriores que ahorran espacio para plantas de interior y flores, (7"", 6.7"", 6"", 5.3"" y 4.8",17755,Entrega por CLP 24343 el vie 13 de mar,Amazon,27-02-2026
"Patrocinado 
Macetas de 8 Pulgadas para Plantas de Flor, Juego de 4 Macetas Pequeñas de Plástico con Agujero de Drenaje y Bandeja, Maceta de Jardín Moderna Decorativa con Platillo, Contenedor de Plantas",17305,Entrega GRATIS el vie 13 de mar a Chile en US$49 (CLP 42418) de artículos elegibles,Amazon,27-02-2026
"Patrocinado 
Paquete de 4 macetas grandes de 16 pulgadas, maceta de plástico para interiores y exteriores con agujeros de drenaje y platillo, macetas con patrón a cuadros, macetas de jardín para hierbas",51932,Entrega por CLP 61774 el vie 13 de mar,Amazon,27-02-2026
"SQOWL Maceta de cerámica de 6 pulgadas con orificio de drenaje y platillo, maceta redonda para suculentas para plantas de interior y exterior, color azul",16439,Entrega por CLP 15686 entre el 9 - 17 de mar,Amazon,27-02-2026
"Macetas de riego automático de 12, 10, 9, 8 pulgadas con indicador de nivel de agua, juego de macetas grandes de plástico con orificio de drenaje de malla y depósito de platillo extraíble, maceta",28558,Entrega por CLP 26498 el mié 11 de mar,Amazon,27-02-2026
"vancasso Macetas de cerámica, macetas para plantas de interior, macetas de cerámica de 6.25+8.25+10.25 pulgadas para plantas, macetas con agujeros de drenaje, macetas para plantas de interior de casa",57039,Entrega por CLP 67418 el jue 12 de mar,Amazon,27-02-2026
"Macetas abstractas con cabeza, maceta única para plantas de interior, maceta de cara divertida, macetas coloridas para decoración de jardín al aire libre y decoración de arte del hogar",24784,Entrega por CLP 20837 el mié 11 de mar,Amazon,27-02-2026
"Patrocinado 
Macetas de vivero de 3 pulgadas, 100 piezas con 5 bandejas de 20 celdas, 5 juegos de semillas para plántulas, propagación y jardinería en el hogar, juego de germinación de bandejas verdes",37215,Entrega por CLP 28152 el mié 11 de mar,Amazon,27-02-2026
"Patrocinado 
Maceta de orquídeas con platillos, paquete de 9 macetas de orquídeas con agujeros y 12 estacas para plantas, 3 de cada una de 4.3, 5.5, 6.1 pulgadas de plástico transparente para plantas de interior y",12111,Entrega GRATIS el mié 11 de mar a Chile en US$49 (CLP 42418) de artículos elegibles,Amazon,27-02-2026
"Patrocinado 
WOUSIWER Paquete de 16 macetas de plástico de 6 pulgadas, macetas de interior para flores, macetas de 6 pulgadas resistentes y elegantes para plantas de interior con agujeros de drenaje y bandeja para",25096,Entrega por CLP 18612 el mié 11 de mar,Amazon,27-02-2026
"Patrocinado 
GARDIFE Paquete de 20 macetas de 4 pulgadas, macetas para plantas de interior, macetas, color",16439,Entrega GRATIS el mié 11 de mar a Chile en US$49 (CLP 42418) de artículos elegibles,Amazon,27-02-2026
"Paquete de 40 macetas de vivero transparentes de 4/5/6/7 pulgadas con drenaje y platillo, macetas de plástico transparentes para plantas, macetas flexibles para el inicio de semillas para",20767,Entrega por CLP 21226 el mié 11 de mar,Amazon,27-02-2026
"WOUSIWER Paquete de 16 macetas de plástico de 6 pulgadas, macetas de plástico para interiores, resistentes y elegantes de 6 pulgadas para plantas de interior con agujeros de drenaje y bandeja para",21633,Entrega por CLP 18231 el mié 11 de mar,Amazon,27-02-2026
"Melphoe Paquete de 2 macetas colgantes de riego automático para interiores, macetas de flores, cesta colgante de 6.5 pulgadas para exteriores, colgador de plantas con 3 ganchos y agujeros de drenaje",15565,Entrega por CLP 17521 el mié 11 de mar,Amazon,27-02-2026
"Paquete de 45 Macetas Transparentes de Vivero de 7/8/10 Pulgadas con Agujeros de Drenaje, Macetas de Plástico Transparente de Galón Grande Más Altas para Plantas, Maceta para Plántulas para",35484,Entrega por CLP 41838 el mar 17 de mar,Amazon,27-02-2026
"homenote Macetas, paquete de 15 macetas de 6 pulgadas con múltiples agujeros de drenaje y platillos, macetas de plástico para todas las flores de jardín del hogar y suculentas (verde)",20767,Entrega por CLP 18188 el mié 11 de mar,Amazon,27-02-2026
"100 piezas macetas de plástico de 3.5 pulgadas para plántulas, macetas de vivero, maceta de inicio de semillas para suculentas, plántulas, esquejes, trasplantes",6917,Entrega por CLP 16707 el mié 11 de mar,Amazon,27-02-2026
"Land Guard Paquete de 4 bolsas de cultivo de tela de 5 galones, macetas de jardín no tejidas gruesas, bolsas de cultivo con asas, color negro",6051,Entrega por CLP 11825 entre el 9 - 17 de mar,Amazon,27-02-2026
"Deco 79 Maceta de metal para interiores y exteriores, maceta pequeña con soporte extraíble, juego de 2 macetas, 12 pulgadas de alto, 9 pulgadas de alto, color dorado",28558,Entrega GRATIS entre el 9 - 16 de mar a Chile en US$49 (CLP 42418) de artículos elegibles,Amazon,27-02-2026
"Amazon Basics Maceta con platillo, 8 pulgadas, blanco, paquete de 1",10198,Entrega por CLP 17764 el mié 11 de mar,Amazon,27-02-2026
"Augshy Maceta de vivero, 110 macetas de plástico de 4 pulgadas, macetas de inicio de semillas, macetas de siembra para interiores y exteriores",8613,Entrega por CLP 13314 el mié 11 de mar,Amazon,27-02-2026
"SOUJOY Juego de 3 macetas de cerámica para flores, maceta de jardinería con agujeros de drenaje y platillo, 7/5/4 pulgadas de color púrpura redonda para suculentas, hierbas y cactus para interior y",19902,Entrega por CLP 19261 el mié 11 de mar,Amazon,27-02-2026
"Soporte Ajustable para Plantas de Interior, Soporte Moderno de Metal para Plantas de Interior, Soportes Resistentes para Plantas al Aire Libre para Esquina, Soporte Estable para Plantas, Se",7782,Entrega GRATIS el mié 11 de mar a Chile en US$49 (CLP 42418) de artículos elegibles,Amazon,27-02-2026
"MIXC 18 paquetes de macetas de riego automático de 6.5/5/4 pulgadas para plantas de interior, macetas transparentes para viveros con drenaje, depósito visible profundo, maceta de flores al aire libre",21633,Entrega por CLP 23486 el mié 11 de mar,Amazon,27-02-2026
"60 Piezas Macetas de Vivero de 1 Galón,Macetas de Plástico para Sembrar con Agujeros de Drenaje,Macetas de Plástico para Plantas,Corte,Trasplante,Jardín Casero (Negro)",12942,Entrega por CLP 21382 el mié 11 de mar,Amazon,27-02-2026
"Kante Maceta redonda de hormigón de 14 pulgadas de diámetro, maceta grande para interiores y exteriores, con orificio de drenaje y tapón de goma para el hogar, patio, jardín, color gris claro",54797,Entrega por CLP 70145 el jue 12 de mar,Amazon,27-02-2026
"VECELO Juego de macetas de jardín vertical de 5 niveles, macetas apilables de riego automático con ruedas para fresas, hierbas, flores, verduras, blanco",31155,Entrega por CLP 32428 entre el 9 - 13 de mar,Amazon,27-02-2026
"VIVOSUN 100 macetas de plástico de 4 pulgadas, maceta de inicio de semillas, contenedor de plantas de flores para plántulas, esquejes, trasplantes",15573,Entrega por CLP 19711 el mié 11 de mar,Amazon,27-02-2026
"Macetas de 8 pulgadas, juego de 2, macetas con múltiples agujeros de drenaje de malla, macetas para plantas y flores de jardín de interiores y exteriores (blanco)",14708,Entrega por CLP 19919 el mié 11 de mar,Amazon,27-02-2026
"OJYUDD - Juego de 8 maceteros de 4 pulgadas con autorriego de plástico con maceta interior, maceta de flores blanca, moderna y decorativa para todas las plantas, flores, hierbas, violetas africanas",8648,Entrega por CLP 13193 el jue 12 de mar,Amazon,27-02-2026
"Colección de macetas PSW TD25TC de plástico/piedra/compuesto de madera poco profunda - Sin orificio de drenaje (perforable), maceta para suculentas, bonsáis, jardines de hadas, hierbas, 10 pulgadas",12976,Entrega por CLP 17703 el mié 11 de mar,Amazon,27-02-2026
"Haawooky Juego de 12 macetas de riego automático de plástico, maceta de flores de plástico de 4 pulgadas con maceta interior, maceta de riego automático de plástico blanco para hierbas, flores, todas",12976,Entrega por CLP 14474 el jue 12 de mar,Amazon,27-02-2026
"T4U Macetas de riego automático de 6 pulgadas para plantas de interior, paquete de 6 macetas para plantas, maceta de riego automático para plantas de interior, macetas de plástico duraderas, flores",18776,Entrega por CLP 17945 entre el 9 - 16 de mar,Amazon,27-02-2026
"T4U Macetas de 18 unidades, maceta de 5 pulgadas con platillo y orificio de drenaje, macetas de plástico duraderas, macetas pequeñas para plantas, violeta, suculentas y decorativas para plantas de",17305,Entrega por CLP 15928 el mié 11 de mar,Amazon,27-02-2026
"Macetas Ton Sin, macetas blancas de 6 pulgadas para plantas, maceta de cerámica con agujeros de drenaje, macetas de interior con platillo, macetas de jardín al aire libre (blanco, paquete de 4)",29424,Entrega por CLP 31779 el vie 13 de mar,Amazon,27-02-2026
"Macetas de 8/7/6 pulgadas, juego de 3 macetas cilíndricas para plantas de interior y exterior, macetas decorativas de plástico con agujeros de drenaje y bandejas para plantas de jardín",16387,Entrega GRATIS el mié 11 de mar a Chile en US$49 (CLP 42418) de artículos elegibles,Amazon,27-02-2026
"Maceta de madreselva para patio, 15 pulgadas (Tequila Sunrise)",33415,Entrega por CLP 61774 el jue 12 de mar,Amazon,27-02-2026
"LE TAUCI Maceta de cerámica, maceta de 10 pulgadas con orificio de drenaje y platillo, maceta de interior duradera para decoración moderna del hogar, esmalte reactivo, color beige",37215,Entrega por CLP 30948 el mar 17 de mar,Amazon,27-02-2026
"vancasso Macetas de cerámica de 4.25 + 5.25 + 6.25 pulgadas con orificio de drenaje, macetas para plantas de interior y exterior, juego de 3, color blanco",18067,Entrega GRATIS el mié 11 de mar a Chile en US$49 (CLP 42418) de artículos elegibles,Amazon,27-02-2026
"VIVOSUN Macetas de riego automático, paquete de 4 macetas rectangulares compactas de 10.5 pulgadas con 10 etiquetas para plantas, contenedor para plantas de albahaca, flores, suculentas, interior y",23364,Entrega por CLP 21858 el mié 11 de mar,Amazon,27-02-2026
"Classic Home and Garden Corinthian - Maceta de resina para interiores y exteriores, maceta redonda para plantas y flores (13 pulgadas, ceniza marfil, paquete de 1)",34618,Entrega por CLP 38903 el vie 13 de mar,Amazon,27-02-2026
"T4U Macetas para Plantas de 4 Pulgadas, Paquete de 8, Macetas Pequeñas para Flores con Orificio de Drenaje y Platillo, Maceta Decorativa de Vivero a Granel para Violeta Africana, Planta Serpiente",7782,Entrega por CLP 11617 el mié 11 de mar,Amazon,27-02-2026
"Macetas de plástico para plantas de 10 pulgadas con agujero de drenaje y platillo, 3 paquetes, macetas de resina ligeras y pequeñas para interiores y exteriores, juegos de recipientes decorativos de",18170,Entrega por CLP 21945 el mié 11 de mar,Amazon,27-02-2026
"Macetas de 8 pulgadas, paquete de 6 macetas de plástico para plantas de interior y exterior, macetas con agujeros de drenaje y platillo, maceta de jardín para plantas (multicolor)",24230,Entrega por CLP 22958 entre el 9 - 16 de mar,Amazon,27-02-2026
"FaithLand Paquete de 6 macetas de plástico de 6 pulgadas con platillos | Material de polipropileno grueso, textura ondulada moderna, drenaje mejorado para plantas de jardín de interior/exterior |",16439,Entrega por CLP 16543 entre el 9 - 23 de mar,Amazon,27-02-2026
"Paquete de 120 Macetas de Vivero de 4 Pulgadas para Plantas, Macetas de Plástico Iniciadoras de Semillas con Agujeros de Drenaje, Pequeñas Macetas de Plástico para Suculentas, Plántulas, Corte",10379,Entrega GRATIS entre el 9 - 17 de mar a Chile en US$49 (CLP 42418) de artículos elegibles,Amazon,27-02-2026
"Corten - Maceta de acero con acabado de pátina óxido, perfecta para patios, terrazas y entornos comerciales o residenciales, maceta en cubo, 20 x 20 x 20 pulgadas, caja para exteriores",95215,Entrega por CLP 78776 el vie 13 de mar,Amazon,27-02-2026
"The HC Companies Cuenco capri redondo de plástico de 8 pulgadas para suculentas, 8 x 8 x 3 pulgadas, color hormigón sintético con banda de cobre",12743,Entrega por CLP 12847 el mié 11 de mar,Amazon,27-02-2026
"100 macetas flexibles de 1 galón para plantas, macetas de plástico suave con agujero, contenedor de plantas de flores para plántulas, esquejes, macetas, trasplantes, color negro",19902,Entrega por CLP 30030 el vie 13 de mar,Amazon,27-02-2026
"Paquete de 36 macetas de plástico de 4 pulgadas con platillos, macetas de flores coloridas, macetas de inicio de semillas, macetas engrosadas, macetas de vivero para el hogar, jardín, flores",19902,Entrega por CLP 18447 el mié 11 de mar,Amazon,27-02-2026
"Planta de plástico de 8 pulgadas, paquete de 4 con agujeros de drenaje y platillos, macetas decorativas de ondas de agua para plantas de interior y exterior, patio, jardín, decoración del",17305,Entrega por CLP 19703 el mié 11 de mar,Amazon,27-02-2026
"Maceta Vintage de Cerámica con Grietas de Hielo y Orificios de Drenaje, Macetas Rústicas de Estilo Country para Interior y Exterior, Decoración Toscana, para el Hogar, Sala de Estar",19036,Entrega por CLP 16517 el mié 11 de mar,Amazon,27-02-2026
"Macetas de 6 Pulgadas para Plantas de Interior y Exterior, Juego de 6 Macetas Plásticas Pequeñas con Agujero de Drenaje y Bandeja, Maceta de Jardín Moderna y Decorativa con Platillo, Maceta",14708,Entrega GRATIS el vie 13 de mar a Chile en US$49 (CLP 42418) de artículos elegibles,Amazon,27-02-2026
"Paquete de 5 macetas de plástico de 10 pulgadas con agujeros de drenaje y tapones, macetas ligeras para plantas de interior y exterior, flores, Monstera, planta de serpiente, jardín en casa",16439,Entrega por CLP 26065 el mié 11 de mar,Amazon,27-02-2026
"Patrocinado 
Paquete de 48 macetas de plástico de 5.5 pulgadas, juego de macetas de interior de plántulas gruesas, macetas de inicio de semillas con agujeros de drenaje, platillos mini herramienta de jardín para el hogar, oficina, jardín, multicolor",37215,Entrega por CLP 33051 el mié 11 de mar,Amazon,27-02-2026
"Patrocinado 
36 macetas cuadradas de turba de 3 pulgadas, kits de macetas biodegradables de semillas de hierbas, macetas de plántulas, macetas de turba germinadas de jardín al aire libre con 36 etiquetas",12111,Entrega GRATIS el mié 11 de mar a Chile en US$49 (CLP 42418) de artículos elegibles,Amazon,27-02-2026
"Patrocinado 
Paquete de 6 macetas de 8 pulgadas, macetas con patrón retro con agujeros de drenaje y platillo, macetas de jardín de plástico resistentes para plantas de interior y exterior",20767,Entrega GRATIS el mié 11 de mar a Chile en US$49 (CLP 42418) de artículos elegibles,Amazon,27-02-2026
"Patrocinado 
Usocik Paquete de 4 macetas retro de 10 pulgadas, macetas vintage a rayas con orificio de drenaje y platillo, macetas grandes de plástico para plantas de interior y exterior, macetas decorativas de",19902,Entrega por CLP 21373 el vie 13 de mar,Amazon,27-02-2026
"Kante - Maceta redonda con borde de 11 pulgadas de diámetro, macetas grandes de hormigón con agujero de drenaje y tapón de goma, decoración moderna para plantas de interior y exterior, flores",43275,Entrega por CLP 44002,Amazon,27-02-2026
"Root & Vessel Majestic Mid-Century Modern - Maceta cilíndrica de perfil bajo, color negro mate, 6.5 pulgadas",10379,Entrega por CLP 14613 el mié 11 de mar,Amazon,27-02-2026
"Macetas de 10 pulgadas para plantas, paquete de 4 macetas grandes de plástico para interiores y exteriores, maceta de resina con drenaje y platillo, maceta de jardín decorativa retro con bandejas",19902,Entrega por CLP 21122 el vie 13 de mar,Amazon,27-02-2026
"Macetas de Vivero de Plástico de 6 pulgadas, Paquete de 16 Macetas para Plantas Pequeñas de Interior y Exterior, Macetas con Agujeros de Drenaje y Platillos, Macetas Decorativas de Inicio de",18906,Entrega por CLP 18248 el vie 13 de mar,Amazon,27-02-2026
"vancasso Macetas de cerámica, 4+5+6 pulgadas, juego de 3, macetas con orificio de drenaje, macetas para plantas de interior, maceta moderna decorativa de interior, decoración del hogar, color blanco",22490,Entrega GRATIS el mié 11 de mar a Chile en US$49 (CLP 42418) de artículos elegibles,Amazon,27-02-2026
"Paquete de 36 macetas de plástico de 4 pulgadas con platillos, macetas de flores coloridas, macetas de inicio de semillas, macetas engrosadas, macetas de vivero para el hogar, jardín, flores",19902,Entrega por CLP 18447 el mié 11 de mar,Amazon,27-02-2026
"Macetas de 10 pulgadas para interiores y exteriores, paquete de 4 macetas de plástico para plantas de interior con agujeros de drenaje y bandejas, juegos de contenedores decorativos de resina",20767,Entrega por CLP 21278 el mié 11 de mar,Amazon,27-02-2026
"Paquete de 10 macetas de 6 pulgadas con drenaje y platillos, macetas de plástico para plantas de interior y exterior, macetas apilables para plantas de interior y hierbas, terracota",15573,Entrega por CLP 15478 el mié 11 de mar,Amazon,27-02-2026
"VIVOSUN Paquete de 4 Macetas de Autoriego FlexFeed, Base de Maceta de Tela con Riego Automático con Medidor de Agua y Ventana de Mantenimiento, para Uso en Interiores/Exteriores en Carpas de Cultivo",46738,Entrega por CLP 38730 el mar 17 de mar,Amazon,27-02-2026
"Macetas, macetas de flores, macetas para plantas de interior (16.5+14 cm), macetas de flores para plantas de interior con agujero de drenaje y platillo, macetas de cerámica para plantas con",21633,Entrega por CLP 20066 el mié 11 de mar,Amazon,27-02-2026
"Dahey - Cesta de plantas de yute y cuerda de algodón empalmada, cesta tejida moderna de almacenamiento para macetero de piso de 10.5 pulgadas para interiores, cubre macetas decorativas, contenedor de",14708,Entrega por CLP 13591 el mié 11 de mar,Amazon,27-02-2026
"Patrocinado 
Macetas de cerámica negra mate, macetas de 8.1 + 6 pulgadas para plantas de interior, macetas modernas con drenaje, juego de dos tamaños",32021,Entrega por CLP 25563 el mié 11 de mar,Amazon,27-02-2026
"Patrocinado 
100 macetas de 2 galones, maceta de plástico para plantar semillas, macetas de plántulas de flores con agujeros de drenaje, contenedor flexible para interiores y exteriores, jardín, césped, patio",48469,Entrega por CLP 32584 el mié 11 de mar,Amazon,27-02-2026
